TelepulesBp1Nv2egyeb3,teruletm2,szobAk,eptAtestApusategla1p,kozoskoltseg,Futesgazcirko1gazkonv,Emeletszutfszfelemf11,allapotfelujAtott1ujsze,Liftigen1nem0,Kilataspanorama1utcai,arEft
1,74,2.5,NA," ",1,1,NA,NA,NA,78900
1,74,2.5,1,"NA",1,1,NA,0,3,78900
1,85,2,1," ",1,1,2,1,NA,78900
1,90,4,1," ",4,2,4,1,NA,78800
1,67,3,1," ",NA,2,4,1,4,78573.24
1,82,3,1," ",4,2,4,1,2,78530
1,80,3.5,1," ",1,2,2,1,NA,78500
1,80,3.5,1," ",1,2,2,1,NA,78500
1,98,4,1," ",4,1,4,1,3,78500
1,98,4,1," ",4,1,4,1,3,78500
1,101,2.5,1," ",1,NA,1,NA,1,78300
1,148,5,3," ",6,2,4,1,NA,78293.367
1,118,5,1," ",4,2,4,1,3,78293.367
1,90,4,1," ",4,2,4,1,NA,78000
1,100,2.5,1," ",1,2,6,1,NA,78000
1,91,4,1,"NA",1,1,NA,1,3,78000
1,100,3,1," ",1,2,6,1,NA,78000
1,100,2.5,1," ",1,2,1,0,2,78000
1,75,2,1," ",1,2,3,1,2,77990
1,75,2,1," ",1,2,3,1,2,77990
1,92,3.5,1," ",1,NA,3,NA,2,77900
1,77,2,1," ",1,1,2,1,1,77900
1,77,2,1," ",1,1,2,1,1,77900
3,132,4.5,1," ",1,1,3,0,1,77900
1,79,2,1," ",1,2,3,1,2,77790
1,89,3,1," ",4,2,4,1,NA,77691
1,97,3,1," ",5,3,4,1,2,77681.363
1,101,4,1," ",1,1,3,1,NA,77500
1,101,4,1," ",1,1,3,1,NA,77500
1,88,3,1," ",4,2,1,1,2,77300
1,83,3,1," ",1,2,2,1,NA,77200
3,106,4,1," ",1,1,4,NA,3,77167
3,106,4,1," ",1,1,4,0,3,77167
1,80,4,1," ",1,1,2,0,NA,77000
1,81,2,1,"NA",1,2,NA,1,3,77000
1,57,2,1," ",1,2,2,1,NA,77000
1,80,4,1," ",1,1,2,0,NA,77000
1,105,3,1," ",1,1,6,NA,3,77000
1,100,2.5,NA," ",1,2,NA,NA,NA,77000
2,118,3,1," ",1,1,4,NA,NA,77000
1,100,4,1,"NA",1,2,NA,0,3,77000
1,105,3,1," ",1,1,6,NA,3,77000
1,105,3,1," ",1,1,6,NA,3,77000
1,80,3,1," ",1,2,3,1,2,77000
3,73,3,1," ",4,2,4,1,3,77000
1,105,3,1," ",1,1,6,0,3,77000
1,69,3,1," ",1,2,2,1,NA,76900
1,93,3,1," ",4,2,2,1,NA,76900
1,46,2,1," ",2,2,NA,0,4,76900
1,87,2.5,1," ",2,NA,5,NA,2,76900
1,81,2.5,1,"NA",NA,2,NA,1,3,76900
1,135,3.5,1," ",1,NA,3,NA,2,76900
3,108,4,1," ",1,2,4,NA,4,76890
1,113,3,1," ",1,NA,3,NA,2,76700
1,113,2.5,1," ",2,1,6,1,NA,76500
2,126,3,1," ",6,1,4,1,3,76423.5
1,104,4,1,"NA",6,NA,NA,0,3,76300
1,146,4,1," ",1,1,4,0,4,76200
2,111,3,1," ",6,2,4,1,3,76062.75
1,90,3.5,1," ",1,2,1,0,2,76000
1,102,3,1," ",4,2,3,1,NA,76000
1,81,3,1," ",1,1,1,NA,3,76000
1,76,2,1," ",1,2,2,NA,2,76000
1,71,3,1," ",1,1,3,1,4,76000
1,118,4,1," ",2,1,3,0,2,76000
1,71,3,1," ",1,1,3,1,4,76000
1,61,2.5,1," ",4,2,4,1,NA,76000
3,71,2,1," ",6,2,4,1,1,76000
1,92,3,1," ",5,2,4,1,3,75957.42
1,92,3,1," ",5,2,4,1,3,75943.56
3,90,3,1," ",1,1,4,NA,3,75900
1,86,3,1,"NA",1,1,NA,1,3,75900
1,135,3.5,NA," ",1,1,NA,NA,NA,75900
1,132,4,1," ",1,3,3,1,2,75900
1,132,4,1," ",1,3,3,1,2,75900
1,118,4,1,"NA",NA,1,NA,0,3,75900
3,93,4,1," ",6,1,4,0,3,75900
3,83,4,1," ",1,1,4,0,1,75800
3,83,4,1," ",1,1,4,0,1,75800
3,72,3.5,1," ",6,1,4,0,1,75600
2,128,4,1," ",6,1,4,1,3,75591
1,61,1.5,1," ",6,1,1,1,4,75500
1,72,3,1," ",4,3,4,1,NA,75200
1,82,2.5,1," ",5,3,2,1,NA,75100
3,64,3,1," ",1,2,2,NA,NA,75000
1,84,3,1," ",1,2,3,NA,5,75000
1,103,3,1," ",1,1,1,NA,2,75000
1,103,3,1," ",1,1,1,0,2,75000
1,69,2,1,"NA",1,2,NA,0,3,75000
1,102,2,1,"NA",1,2,NA,0,3,75000
1,115,3.5,1," ",1,1,3,NA,3,75000
1,69,4,1," ",1,3,1,0,4,75000
1,69,4,1," ",1,3,1,NA,4,75000
1,86,3,1," ",2,2,2,0,NA,75000
1,84,3,1,"NA",1,2,NA,0,1,75000
1,86,4,1," ",2,2,2,0,NA,75000
1,96,2.5,1," ",1,2,4,NA,1,75000
1,68,2.5,1," ",6,2,3,1,NA,75000
1,70,3,1," ",4,3,2,1,NA,75000
1,96,2.5,1," ",1,3,4,0,1,75000
1,104,3.5,1," ",1,3,3,1,1,75000
1,115,2,1," ",1,1,3,0,3,75000
1,57,3,1," ",6,1,4,0,1,75000
1,49,3.5,1," ",4,1,2,1,3,75000
1,101,4,1," ",6,1,6,0,4,74999
1,104,3.5,1," ",2,1,3,1,NA,74990
1,78,2.5,1," ",1,1,1,NA,3,74990
1,47,3,1,"NA",1,NA,NA,0,4,74990
1,56,3,1," ",4,2,1,1,4,74990
1,56,1.5,1," ",4,2,1,1,4,74990
1,78,1.5,1," ",4,2,4,1,2,74990
1,60,3,1," ",1,2,2,0,NA,74990
1,72,2,1," ",1,1,6,1,NA,74990
1,103,2,1," ",6,2,5,0,2,74990
1,64,3.5,1," ",6,3,4,1,3,74990
1,64,2,1," ",4,2,4,1,2,74964.75
1,63,2,1," ",4,2,4,1,NA,74964
1,82,2,1," ",4,1,3,1,NA,74900
1,92,2.5,1," ",4,1,4,1,NA,74900
1,86,3.5,1," ",4,1,4,1,NA,74900
1,57,1.5,1," ",4,3,2,1,NA,74900
1,85,4,1," ",1,2,1,NA,2,74900
1,60,2,1," ",3,1,1,1,2,74900
1,90,2.5,1," ",1,2,3,1,2,74900
1,90,2.5,1," ",1,2,3,1,2,74900
1,66,2,1,"NA",1,2,NA,1,3,74900
1,82,2.5,1,"NA",2,2,NA,1,1,74900
1,57,1.5,1," ",4,3,2,1,NA,74900
1,100,3,1,"NA",4,NA,NA,1,3,74900
1,76,3,NA," ",3,1,NA,NA,NA,74900
1,91,4,1," ",1,NA,1,NA,1,74900
1,111,3.5,1," ",1,2,1,1,2,74900
2,124,3.5,1,"NA",1,3,NA,1,3,74900
1,75,2.5,1,"NA",1,2,NA,1,3,74900
1,76,3,1," ",1,NA,1,NA,2,74900
1,110,3.5,1," ",1,1,NA,1,2,74900
1,61,4,1," ",4,3,1,1,2,74900
1,104,3,1," ",1,2,1,1,2,74900
1,110,3,1," ",1,2,2,0,NA,74900
1,71,3,1,"NA",1,NA,NA,0,3,74900
1,105,4,1,"NA",5,2,NA,1,3,74900
1,52,3.5,1,"NA",1,1,NA,1,3,74900
1,52,2,1," ",1,1,1,1,2,74900
1,98,2.5,1," ",1,1,3,NA,1,74900
1,76,2.5,1," ",1,1,1,0,2,74900
1,75,3,1," ",1,2,2,0,NA,74900
1,82,2.5,1," ",4,1,3,1,NA,74900
1,83,3,1," ",2,2,5,0,2,74900
1,86,3,1," ",4,1,4,1,NA,74900
1,103,2,1," ",6,2,NA,1,2,74900
1,70,3,1," ",1,1,2,0,1,74900
1,98,3.5,1," ",1,3,3,0,1,74900
3,113,4.5,3," ",1,1,4,0,NA,74890
1,95,3,1," ",4,3,4,1,2,74842.338
1,95,3,1," ",4,3,4,1,2,74842.338
1,75,2.5,1," ",3,2,2,1,NA,74800
1,49,1.5,1,"NA",3,NA,NA,1,3,74750
1,83,2.5,1," ",4,1,5,1,4,74700
1,71,2.5,1," ",1,2,1,1,2,74700
1,98,3,1," ",5,3,4,1,1,74698.8
1,116,5,1," ",1,3,3,0,3,74417
1,97,3.5,1,"NA",1,2,NA,1,4,74250
2,123,4,1," ",6,1,4,1,3,74009.25
1,115,3.5,1," ",1,1,2,1,NA,74000
1,115,3.5,1," ",1,1,2,1,NA,74000
1,113,3.5,1," ",6,2,6,1,NA,74000
1,65,1.5,1," ",1,2,2,0,NA,74000
3,45,1.5,1," ",4,1,2,NA,1,74000
1,115,1.5,1,"NA",1,1,NA,1,3,74000
1,62,3.5,1," ",1,1,2,0,NA,74000
3,45,2,1," ",4,1,2,0,1,74000
1,88,2.5,1,"NA",1,NA,NA,0,3,73990
1,90,2.5,1," ",1,1,3,1,NA,73900
1,76,3,1," ",1,2,4,NA,5,73900
1,104,3.5,1," ",1,NA,1,NA,3,73900
1,79,2,1," ",4,2,6,1,NA,73900
1,82,3,1," ",1,1,1,NA,3,73900
1,92,3,1," ",1,2,1,NA,2,73900
1,83,4,1,"NA",1,2,NA,0,3,73900
1,92,3,1," ",1,2,1,NA,2,73900
1,92,4,1," ",1,2,1,0,2,73900
1,115,4,1," ",1,1,1,1,2,73900
1,115,3.5,1," ",1,1,1,1,2,73900
1,85,3.5,1," ",1,2,3,1,NA,73900
1,79,2.5,1," ",4,2,6,1,NA,73900
1,134,2,1," ",1,NA,4,NA,2,73900
1,82,5,1,"NA",1,1,NA,0,3,73900
1,80,3,1," ",1,1,4,NA,3,73900
1,80,3,1," ",1,1,4,0,3,73900
1,82,3,1," ",1,1,1,0,3,73900
1,82,3.5,1," ",1,1,NA,NA,4,73900
1,92,3.5,1," ",1,2,1,1,4,73900
1,78,3,1,"NA",2,2,NA,1,3,73700
1,92,3.5,1," ",1,2,1,NA,2,73600
1,92,3.5,1," ",1,2,1,NA,2,73600
1,92,3.5,1," ",1,2,1,NA,2,73600
1,92,3.5,1," ",1,2,1,0,2,73600
1,68,3,1," ",1,1,4,0,1,73590
1,84,2.5,1,"NA",6,2,NA,1,4,73540
1,98,4,1," ",4,2,4,1,3,73500
1,63,4,1," ",1,1,4,0,1,73500
1,93,3,1," ",2,2,5,0,2,73500
1,98,3.5,1," ",4,2,4,1,3,73500
1,61,2,1," ",4,2,6,0,2,73200
1,70,2,1," ",1,1,3,1,NA,73000
1,154,4,1," ",NA,1,3,NA,3,73000
1,77,3,1,"NA",4,2,NA,1,3,73000
1,58,2,1," ",4,1,3,1,4,73000
1,58,2,1," ",4,1,3,1,4,73000
1,74,2.5,1,"NA",1,NA,NA,1,3,73000
1,84,3,1," ",4,2,5,1,4,73000
1,84,3,1," ",4,2,5,1,4,73000
1,84,3,1," ",4,2,5,1,4,73000
1,70,2,1," ",1,1,3,1,NA,73000
1,97,3,1," ",4,1,3,1,2,72900
3,105,2,1," ",1,2,3,1,5,72900
3,104,4.5,3," ",1,1,4,0,NA,72900
1,82,2.5,1," ",1,2,3,1,4,72900
1,106,3,1," ",1,NA,3,NA,2,72900
1,91,3,1,"NA",4,3,NA,1,3,72900
1,66,3,1," ",6,2,4,1,2,72900
1,76,3,NA," ",4,2,1,0,2,72900
1,76,2,1," ",4,2,3,1,NA,72800
1,76,2,1," ",4,2,3,1,NA,72800
1,81,3,1," ",4,2,4,1,1,72795.87
3,105,5,3," ",6,1,4,0,NA,72771
1,55,4,1,"NA",1,1,NA,0,3,72700
1,62,3,1," ",4,1,4,1,3,72598
3,91,3,1," ",1,1,4,1,3,72560
1,99,4,NA," ",6,1,NA,NA,NA,72500
1,102,4.5,NA," ",1,1,NA,NA,3,72500
3,101,4,1," ",6,1,4,1,4,72150
3,98,5,1," ",1,1,4,NA,3,72012
3,98,5,1," ",1,1,4,0,3,72012
1,85,3,1," ",1,3,2,1,NA,72000
1,113,3.5,1," ",1,NA,3,NA,2,72000
1,110,4,1," ",4,1,3,0,3,72000
3,100,4,1," ",3,1,4,0,3,72000
1,68,1.5,1," ",1,1,4,0,3,72000
3,61,2,1," ",6,1,4,1,1,72000
1,76,2.5,1," ",6,1,4,1,3,72000
1,82,2.5,1," ",4,2,2,1,NA,71990
1,82,2.5,1," ",4,2,2,1,NA,71990
1,82,2.5,1," ",4,1,2,1,NA,71990
3,103,4.5,3," ",6,1,4,0,NA,71900
1,120,3,1,"NA",6,2,NA,1,3,71900
1,115,3,1," ",1,2,3,NA,2,71900
1,115,3,1," ",1,3,3,0,2,71900
1,93,3,1," ",1,2,1,1,2,71900
1,94,2,1," ",1,NA,3,NA,2,71900
1,78,2,1,"NA",1,3,NA,1,1,71900
1,104,3,1," ",1,1,1,1,2,71900
1,104,3,1," ",1,1,1,1,2,71900
1,80,2.5,1," ",5,1,2,1,NA,71883.75
1,70,3,1," ",1,NA,1,NA,2,71800
1,83,2.5,1," ",1,1,3,0,NA,71800
1,98,3,1," ",4,2,4,1,2,71750
1,98,3,1," ",4,2,4,1,2,71750
1,106,4,1," ",4,2,4,1,2,71600
1,84,3,NA," ",4,1,NA,NA,NA,71580
1,91,4,1," ",1,2,3,0,NA,71500
3,82,3,1," ",3,1,4,0,3,71500
1,92,4,1," ",5,2,2,1,NA,71500
3,110,5,3," ",1,NA,4,0,NA,71494
1,105,3,1," ",6,NA,NA,0,3,71400
3,99,3,1," ",4,2,2,1,NA,71290
1,72,2,1,"NA",6,NA,NA,0,4,71250
1,80,2.5,1," ",1,2,4,0,NA,71200
1,80,2.5,1," ",1,2,4,0,NA,71200
1,81,3,1,"NA",6,2,NA,1,3,71192
1,107,4,1,"NA",6,NA,NA,0,3,71100
1,45,2,3," ",6,1,4,1,NA,71100
2,98,2,1," ",6,1,4,1,3,71067.75
1,71,2,1,"NA",2,2,NA,0,3,71000
1,81,3,1,"NA",6,2,NA,1,4,70913
1,75,2,1," ",1,1,1,NA,2,70900
1,71,3,1,"NA",1,2,NA,1,3,70900
1,95,2.5,1," ",5,NA,3,NA,2,70900
1,67,3,1," ",1,1,1,1,2,70900
1,67,3.5,1," ",1,1,1,1,2,70900
1,67,2.5,1," ",1,1,1,1,2,70900
1,97,2.5,1," ",4,3,1,1,1,70900
1,93,2.5,1," ",2,NA,3,NA,2,70900
1,97,3,1," ",4,3,1,1,1,70900
1,97,3,1," ",1,1,3,0,3,70900
1,120,3,1," ",1,2,6,1,3,70900
3,96,4,1," ",1,1,4,NA,3,70890
3,96,4,1," ",1,1,4,0,3,70890
1,83,3,NA," ",4,2,NA,NA,NA,70880
1,106,4,1," ",4,2,4,1,2,70700
1,106,2,1,"NA",1,2,NA,0,3,70700
1,73,4,1," ",1,2,2,1,NA,70500
1,98,3,1," ",4,2,4,1,2,70500
1,98,3,1," ",4,2,4,1,2,70500
1,65,3,1," ",4,3,2,1,2,70126.55
1,95,4,1," ",5,2,2,1,NA,70100
2,107,3,1," ",6,2,4,1,3,70096.5
1,104,3.5,1," ",2,1,6,1,NA,70000
1,104,3.5,1," ",2,1,6,1,NA,70000
3,66,2,1," ",6,2,4,1,1,70000
3,102,2,1," ",3,1,4,0,3,70000
2,230,2.5,1," ",1,1,1,0,2,70000
1,60,4,1," ",1,1,4,1,3,70000
1,76,2.5,NA," ",1,2,NA,NA,NA,69999
1,76,2.5,1,"NA",1,2,NA,1,4,69999
1,75,3,1," ",4,1,2,1,NA,69999
1,75,3,1," ",4,1,2,1,NA,69999
1,71,2.5,1," ",4,2,4,1,NA,69990
2,180,4,1,"NA",2,NA,NA,0,3,69990
1,73,2.5,1," ",1,1,3,NA,2,69990
1,73,2.5,1," ",1,1,3,0,2,69990
1,76,2,1," ",1,1,3,0,NA,69990
1,77,3,3," ",1,1,1,0,2,69900
1,88,2.5,1," ",1,1,3,0,NA,69900
1,88,2.5,1," ",1,1,3,0,NA,69900
1,88,2.5,1," ",1,1,3,0,NA,69900
1,114,3,1," ",1,1,6,1,NA,69900
3,98,4.5,3," ",6,1,4,0,NA,69900
1,94,2,1," ",1,2,2,1,NA,69900
1,94,2,1," ",1,2,2,1,NA,69900
1,92,3,1," ",5,NA,5,NA,2,69900
1,103,4,1," ",1,NA,1,NA,2,69900
1,86,3.5,1," ",3,1,1,0,2,69900
1,84,2.5,1," ",1,1,1,1,2,69900
1,68,3,NA," ",1,1,NA,NA,NA,69900
3,97,3,1,"NA",1,NA,NA,0,1,69900
3,97,3,1,"NA",1,NA,NA,0,1,69900
1,96,3,1," ",1,2,4,1,NA,69900
1,82,3,1," ",1,1,6,0,NA,69900
1,74,2,1," ",3,1,1,1,4,69900
1,74,2,1," ",3,1,1,1,4,69900
1,71,3.5,1," ",1,1,2,0,NA,69900
1,47,2,1,"NA",3,NA,NA,1,4,69900
1,93,2,1," ",6,2,5,1,2,69900
1,82,3,1,"NA",1,2,NA,1,4,69900
1,102,2.5,1," ",1,1,NA,0,4,69900
1,103,3.5,1," ",1,NA,NA,0,4,69900
1,103,3.5,1," ",1,1,NA,0,4,69900
1,55,3.5,1," ",1,1,3,1,NA,69900
1,94,2.5,1,"NA",1,NA,NA,0,4,69900
3,73,3.5,1," ",1,2,4,NA,1,69900
1,86,2,NA," ",NA,NA,NA,NA,NA,69900
1,105,3,1,"NA",1,3,NA,1,3,69900
1,74,2.5,1," ",3,1,1,NA,2,69900
1,74,2.5,1," ",3,1,1,0,2,69900
1,78,3,1," ",1,2,3,NA,3,69900
1,75,3.5,1," ",1,1,1,1,2,69900
1,92,3.5,1,"NA",1,2,NA,1,3,69900
1,43,2,1," ",1,1,NA,0,3,69900
1,126,3,1," ",NA,NA,3,NA,NA,69900
1,94,3,1," ",4,1,4,NA,3,69900
1,94,3,1," ",4,1,4,NA,3,69900
1,94,4,1," ",4,1,4,NA,3,69900
1,94,3,1," ",1,2,2,1,NA,69900
1,87,2.5,1," ",5,2,3,1,NA,69900
1,73,3.5,1," ",4,2,4,1,NA,69900
1,99,3.5,1," ",2,1,6,0,NA,69900
1,92,3.5,1," ",2,2,6,1,NA,69900
1,100,3.5,1," ",1,1,6,1,NA,69900
1,121,3.5,1," ",2,NA,3,NA,2,69900
1,89,3.5,1," ",1,2,6,NA,3,69900
1,80,2,1,"NA",1,1,NA,0,3,69900
1,100,2,1," ",1,1,6,1,NA,69900
1,87,2.5,1," ",5,2,3,1,NA,69900
1,45,2,1," ",1,2,2,0,NA,69900
1,74,3,1,"NA",6,1,NA,0,3,69900
1,95,3.5,1," ",1,2,4,1,3,69900
1,85,3,1," ",1,1,4,NA,4,69900
1,64,4,1," ",1,1,1,1,4,69900
3,50,2.5,NA," ",6,2,NA,NA,NA,69900
1,137,3.5,1," ",1,1,3,1,NA,69900
1,88,4,1," ",1,1,3,0,NA,69900
1,55,3,1," ",1,1,3,1,NA,69900
1,75,2.5,1," ",1,1,1,1,2,69900
1,82,3,1," ",1,3,2,1,3,69900
1,90,2.5,1," ",1,2,1,0,2,69900
3,73,3,1," ",1,2,4,0,1,69900
1,57,2.5,1," ",6,1,4,0,1,69900
1,90,2,1," ",1,1,1,1,2,69900
1,110,2.5,1," ",1,1,4,NA,NA,69900
1,74,1.5,NA," ",1,1,NA,0,NA,69900
1,94,4,1," ",4,1,4,0,3,69900
1,94,2.5,1," ",4,1,4,0,3,69900
1,94,2.5,1," ",4,1,4,0,3,69900
1,85,3,1," ",1,1,4,0,4,69900
1,81,3,NA," ",NA,2,NA,NA,NA,69860
1,81,3,NA," ",NA,2,NA,NA,NA,69860
1,99,3,1," ",4,2,6,0,NA,69800
1,114,4,1," ",1,1,4,0,4,69800
2,107,3.5,1," ",4,1,4,0,1,69800
1,49,2,1," ",4,1,2,1,NA,69763.2
3,104,4,1," ",6,1,4,1,4,69760
3,89,3,1,"NA",1,NA,NA,0,1,69700
1,78,3,1," ",1,2,1,NA,2,69700
1,78,3,1," ",1,2,1,NA,2,69700
1,78,3,1," ",1,2,1,0,2,69700
1,73,3.5,1," ",1,1,1,0,4,69700
1,64,2.5,1,"NA",2,2,NA,1,4,69700
3,99,4,1," ",1,1,4,NA,3,69636
3,99,4,1," ",1,1,4,0,3,69636
1,81,4,1," ",5,3,2,1,NA,69624
1,117,4.5,1," ",1,2,6,0,NA,69500
1,98,3,1," ",4,2,4,1,2,69500
1,69,3,1," ",1,1,2,1,NA,69500
1,87,3,1,"NA",1,3,NA,1,3,69500
1,120,2.5,1," ",1,2,1,1,2,69500
1,120,4,1," ",1,2,1,1,2,69500
1,67,4,1," ",4,1,1,1,2,69500
1,67,2,1," ",4,1,1,1,2,69500
1,60,2,1," ",4,3,2,1,2,69500
1,98,2,1," ",4,2,4,1,2,69500
1,75,3,1," ",3,2,1,NA,4,69490
1,75,3,1," ",3,2,1,0,4,69490
1,65,3,1," ",4,3,2,1,2,69470.35
1,59,2,1," ",5,3,1,1,NA,69409.2
1,80,4,1," ",5,3,2,1,NA,69392
1,52,1.5,1," ",4,3,2,1,NA,69000
1,75,3,1," ",4,1,3,NA,5,69000
1,139,5,1," ",1,2,3,0,NA,69000
1,72,2.5,1," ",2,2,6,1,NA,69000
1,91,2,1," ",2,2,6,0,NA,69000
1,84,3,1," ",1,NA,4,NA,2,69000
1,68,2,1,"NA",1,NA,NA,1,3,69000
1,77,2,1," ",1,1,2,1,NA,69000
1,139,5.5,1," ",1,2,1,0,2,69000
1,97,3,1,"NA",1,1,NA,1,3,69000
1,52,4,1," ",4,3,2,1,NA,69000
1,53,1.5,1," ",1,1,3,0,NA,69000
1,75,4,1,"NA",6,NA,NA,0,3,69000
1,68,3,1," ",1,1,4,0,3,69000
3,285,1.5,1," ",1,1,6,0,3,69000
3,85,3,1," ",4,1,2,1,NA,68990
2,127,4,1," ",6,2,4,1,3,68958.925
2,127,4,1," ",6,2,4,1,3,68926.638
1,91,3,1," ",NA,2,6,1,2,68900
3,112,2.5,1,"NA",1,NA,NA,0,3,68900
1,69,3,1,"NA",1,2,NA,0,3,68900
1,104,4,1," ",1,NA,3,NA,3,68900
1,99,3.5,1," ",2,1,6,0,NA,68900
1,89,2,1," ",1,NA,3,NA,1,68900
1,102,5,1," ",1,2,3,0,2,68900
1,86,2.5,1," ",2,1,5,1,4,68900
1,101,2,1," ",1,1,NA,0,3,68900
2,118,3,1," ",6,1,4,1,3,68875.5
3,84,3,1," ",1,1,2,0,3,68800
1,86,3,1," ",1,1,1,NA,2,68800
1,86,3,1," ",1,1,1,0,2,68800
1,77,3,1," ",6,1,4,1,2,68785
1,81,2.5,1," ",5,1,2,1,NA,68770.8
1,81,4,1," ",5,3,2,1,NA,68753.7
1,135,2.5,1," ",1,1,3,0,2,68700
1,135,4,1,"NA",1,1,NA,0,3,68700
1,65,4,1,"NA",1,NA,NA,0,3,68700
1,82,3,1," ",5,3,2,1,NA,68700
1,93,4,1," ",5,1,2,1,NA,68600
3,121,3,1," ",4,2,1,0,2,68500
1,98,2,1," ",4,1,4,1,2,68500
1,37,3,1,"NA",1,NA,NA,1,4,68500
1,105,3,1," ",1,2,1,0,2,68500
3,81,4,1," ",6,1,4,0,3,68500
3,73,2,1," ",6,1,4,1,1,68500
1,98,2,1," ",4,1,4,1,2,68500
1,54,4.5,1," ",6,1,4,1,1,68500
2,110,3,1," ",6,1,4,1,3,68320.5
3,105,3,1," ",6,1,4,0,NA,68200
2,106,3.5,1," ",6,2,4,1,3,68015.25
1,55,3,1," ",6,1,2,0,NA,68000
1,64,2.5,NA," ",1,1,NA,NA,NA,68000
1,64,2.5,1," ",1,1,2,0,NA,68000
1,64,2.5,1,"NA",1,1,NA,0,3,68000
1,108,2.5,1," ",2,3,3,1,2,68000
1,108,3,1," ",2,3,3,1,2,68000
1,82,3,1," ",4,2,3,0,NA,68000
1,81,2,1," ",1,NA,5,NA,2,68000
1,82,3,1," ",4,2,3,0,NA,68000
3,88,2,1," ",1,1,4,NA,3,68000
3,66,4,1," ",6,2,4,1,1,68000
1,95,4,1," ",1,1,1,1,2,68000
3,88,2,1," ",1,1,4,0,3,68000
3,58,2,1," ",6,1,4,1,1,68000
1,65,3.5,1," ",1,1,3,0,1,68000
1,55,2,1," ",4,1,2,1,NA,67990
1,81,2.5,1," ",2,1,6,0,2,67950
1,90,3,1," ",1,NA,3,NA,2,67900
1,90,3,1," ",1,1,NA,1,2,67900
1,80,3,1," ",4,1,5,0,3,67900
1,52,2,NA," ",4,3,NA,NA,NA,67900
1,52,2,1,"NA",4,3,NA,1,1,67900
1,71,3,1," ",1,NA,1,NA,2,67900
1,78,3,1," ",1,2,3,0,3,67900
1,81,4,1," ",5,2,2,1,NA,67883.4
1,80,4,1," ",5,2,2,1,NA,67743
1,83,3,1," ",4,2,4,1,NA,67743
1,62,3,1," ",5,3,2,1,NA,67584
1,90,4,1,"NA",1,2,NA,0,3,67500
1,58,3,1,"NA",1,NA,NA,0,3,67500
1,58,2.5,1," ",4,3,4,1,2,67500
1,96,2.5,1,"NA",3,NA,NA,0,4,67500
1,58,1,1," ",4,3,4,1,2,67500
3,70,2.5,1," ",6,2,4,1,1,67500
1,98,3,1," ",1,1,2,0,4,67500
3,95,3.5,1,"NA",3,1,NA,0,3,67410
2,89,4,1," ",6,2,4,1,3,67404.75
3,94,3.5,1,"NA",3,NA,NA,0,3,67089
1,81,3,1," ",1,1,3,0,NA,67000
1,70,2.5,3," ",4,1,1,1,3,67000
1,70,2.5,NA," ",4,1,1,1,3,67000
1,77,2,1," ",1,1,3,0,2,67000
1,77,2,1," ",1,1,3,NA,2,67000
1,67,3,1,"NA",4,3,NA,1,1,67000
1,81,3,1," ",1,2,3,1,NA,67000
1,90,2,1," ",1,2,2,0,NA,67000
1,92,3,1," ",1,1,3,0,NA,67000
1,77,3.5,1,"NA",1,1,NA,0,3,67000
1,79,2,1," ",2,1,3,1,3,67000
1,94,3,1," ",1,2,2,1,NA,67000
1,79,2,1," ",2,1,3,1,3,67000
1,67,3,1," ",6,3,4,1,1,67000
1,67,2,1," ",6,3,4,1,1,67000
1,56,2,1," ",6,3,4,1,2,66990
1,63,2,1," ",1,1,4,1,1,66950
1,86,3,1," ",4,NA,1,NA,2,66900
1,79,2,1," ",1,2,1,1,2,66900
1,85,3.5,1," ",1,2,1,NA,2,66900
1,85,3.5,1," ",1,2,1,0,2,66900
1,72,2,1," ",4,1,2,1,NA,66900
1,72,2,1," ",4,1,2,1,NA,66900
2,110,2,1," ",6,1,4,1,3,66849.75
3,75,4,1," ",1,1,4,0,1,66800
3,82,3,1," ",1,1,4,0,1,66800
1,80,4,1," ",5,2,2,1,NA,66789.8
1,84,3,1," ",4,2,4,1,NA,66789.8
2,110,3.5,1," ",6,2,4,1,3,66516.75
1,86,4,1," ",4,2,4,1,2,66500
1,82,3,1," ",1,1,3,1,2,66500
1,88,2,1," ",1,NA,3,NA,2,66500
1,69,2,1," ",1,1,2,1,1,66500
1,69,2,1," ",1,1,2,1,NA,66500
2,82,3,1,"NA",1,2,NA,1,3,66206
1,74,2.5,1," ",4,NA,3,NA,3,66200
1,103,3.5,1," ",1,2,2,0,NA,66100
1,88,3.5,1," ",4,1,4,1,3,66075
1,88,3.5,1," ",4,1,4,1,3,66075
1,80,4,1," ",5,2,2,1,NA,66006
1,67,3,1," ",1,NA,NA,0,3,66000
1,67,2.5,1," ",1,2,4,1,5,66000
1,70,2,1,"NA",3,2,NA,1,3,66000
1,74,3,1," ",4,2,3,1,NA,66000
1,58,2,1,"NA",3,NA,NA,1,3,66000
1,103,3.5,1," ",1,NA,3,NA,2,66000
1,72,3,NA," ",1,2,NA,NA,NA,66000
1,60,2,1,"NA",2,2,NA,1,4,66000
1,109,6.5,1,"NA",2,2,NA,0,3,66000
1,72,3,1,"NA",1,NA,NA,1,3,66000
3,90,3,1," ",3,1,4,0,3,66000
1,101,3,1," ",1,2,1,1,2,65900
1,85,3,1,"NA",1,2,NA,0,3,65900
