TelepulesBp1Nv2egyeb3,teruletm2,szobAk,eptAtestApusategla1p,kozoskoltseg,Futesgazcirko1gazkonv,Emeletszutfszfelemf11,allapotfelujAtott1ujsze,Liftigen1nem0,Kilataspanorama1utcai,arEft
1,76,4,1," ",1,2,1,1,2,49900
1,70,2,1," ",1,1,6,NA,2,49900
1,70,2,1," ",1,1,6,0,2,49900
1,59,3.5,1," ",1,1,2,1,4,49900
3,77,3,1," ",1,1,2,NA,4,49900
1,73,2.5,1,"NA",4,2,NA,1,3,49900
1,67,2,1,"NA",1,2,NA,1,3,49900
1,81,2.5,2,"NA",5,2,NA,0,4,49900
2,89,2.5,1,"NA",4,NA,NA,1,1,49900
1,47,2,1," ",3,2,2,1,2,49900
1,44,3,1," ",3,2,2,1,4,49900
1,77,2,1," ",2,2,3,0,NA,49900
1,71,2,1," ",3,1,2,1,NA,49900
1,63,2.5,1," ",4,2,2,NA,3,49900
1,70,3,1," ",3,1,6,0,NA,49900
1,63,3,1," ",1,1,1,0,2,49900
1,63,2,1," ",1,1,1,NA,2,49900
1,80,2.5,1," ",2,NA,3,NA,2,49900
1,63,3,1,"NA",1,NA,NA,1,3,49900
1,64,3,1," ",3,1,1,NA,2,49900
1,66,2,1," ",NA,NA,1,NA,2,49900
1,70,2,1,"NA",3,NA,NA,0,3,49900
3,123,2.5,NA," ",1,1,3,NA,2,49900
1,47,2.5,1," ",3,2,1,1,2,49900
1,47,2.5,1," ",3,2,1,1,2,49900
1,44,2.5,1," ",3,2,1,1,4,49900
1,44,2.5,1," ",3,2,1,1,4,49900
1,64,2,1," ",2,2,6,1,2,49900
1,57,2,1," ",2,1,6,1,4,49900
1,57,2,1," ",2,1,6,1,4,49900
1,92,5,1," ",1,2,3,NA,4,49900
1,62,1.5,1,"NA",2,2,NA,1,1,49900
1,68,3,1," ",4,2,3,1,1,49900
1,55,2.5,1," ",1,1,1,NA,4,49900
1,92,4,1," ",2,1,5,1,NA,49900
1,77,4.5,1," ",2,2,3,0,NA,49900
1,109,2,1," ",2,2,3,1,NA,49900
3,130,2,NA," ",1,1,3,NA,2,49900
1,93,2,1," ",1,2,1,NA,2,49900
1,65,2,1," ",2,2,NA,NA,2,49900
1,109,2,1," ",2,2,3,1,NA,49900
1,55,2,1," ",1,1,1,0,4,49900
1,92,2.5,1," ",1,3,3,0,4,49900
1,48,2.5,1," ",4,2,3,1,1,49900
1,46,4,1," ",4,3,4,1,3,49900
3,75,2.5,1," ",4,2,4,0,2,49900
1,52,2.5,1," ",4,2,2,1,3,49900
1,50,3,1," ",4,2,2,1,2,49900
1,50,3,1," ",2,1,3,0,3,49900
1,78,2.5,1," ",1,2,5,0,2,49900
1,74,4,1," ",4,2,2,NA,NA,49900
1,63,4.5,1," ",4,2,2,0,3,49900
2,158,2.5,1," ",1,2,1,0,2,49900
3,83,2.5,1," ",1,1,4,0,3,49900
1,56,4,1," ",4,2,1,1,1,49900
1,64,2,1," ",2,2,6,1,2,49900
3,77,3,1," ",1,1,2,0,4,49900
1,49,4,1," ",4,1,4,1,3,49900
1,68,2.5,1," ",4,3,3,1,1,49900
2,81,3,1," ",6,1,4,1,3,49894.5
1,40,1.5,1," ",1,1,2,0,NA,49890
1,66,2,1," ",4,1,4,1,3,49852
1,66,2,1," ",4,1,4,1,3,49852
3,74,3.5,1," ",1,1,4,NA,3,49850
3,74,3.5,1," ",1,1,4,0,3,49850
1,60,1.5,1,"NA",5,1,NA,1,4,49800
1,60,2,1,"NA",1,2,NA,1,3,49800
1,87,3,1," ",1,NA,3,NA,3,49800
1,65,2,1,"NA",2,2,NA,1,4,49800
1,78,3,1," ",4,2,4,1,3,49636.4
1,45,2,1,"NA",NA,NA,NA,1,3,49600
1,45,2,1," ",4,1,2,1,4,49600
3,90,2,1," ",1,1,4,NA,3,49600
3,90,2.5,1," ",1,1,4,0,3,49600
1,45,2.5,1," ",4,1,2,1,4,49600
3,62,2,1," ",6,1,4,0,1,49530
3,140,2.5,1," ",4,NA,NA,0,3,49524
1,74,2,1," ",3,2,2,0,NA,49500
1,51,2,1," ",4,2,4,1,2,49500
3,62,2.5,1," ",1,1,4,NA,2,49500
1,53,1.5,1," ",1,1,3,1,3,49500
1,47,1.5,1," ",4,NA,4,NA,2,49500
1,51,1.5,1," ",3,2,2,0,NA,49500
1,51,1.5,1," ",3,2,2,0,NA,49500
1,59,2,1," ",6,2,3,1,NA,49500
1,70,2,1," ",3,1,6,0,NA,49500
1,81,3,1," ",1,1,3,0,NA,49500
1,63,2,1," ",4,1,3,1,NA,49500
2,136,5,NA," ",1,NA,NA,NA,NA,49500
1,63,2,1," ",4,1,3,1,NA,49500
1,57,2,3," ",4,2,1,1,2,49500
1,57,2,NA," ",4,2,1,1,2,49500
1,69,3,1," ",4,2,4,1,3,49500
3,87,3,1," ",3,NA,NA,0,3,49500
3,87,4,1," ",3,NA,NA,0,3,49500
1,106,3.5,1," ",1,NA,1,NA,2,49500
1,53,3.5,1,"NA",NA,NA,NA,0,3,49500
1,78,3,1," ",2,2,NA,NA,2,49500
3,71,1.5,1," ",6,1,4,1,4,49500
1,69,2.5,1," ",4,2,4,1,3,49500
2,87,2.5,1," ",1,1,4,0,3,49500
2,83,2,1," ",6,1,4,1,3,49478.25
1,52,2,1," ",2,1,5,NA,3,49400
1,52,2,1," ",2,1,5,0,3,49400
1,52,2,1," ",1,NA,3,NA,3,49300
1,68,3,1," ",4,2,4,1,3,49250
1,68,3,1," ",4,2,4,1,3,49250
1,66,2.5,1," ",4,1,4,1,3,49245
1,66,2.5,1," ",4,1,4,1,3,49245
2,83,3.5,1," ",6,2,4,1,3,49228.5
1,70,2,1," ",2,1,3,0,3,49200
1,39,2.5,1," ",4,2,4,1,2,49200
1,58,1.5,1," ",4,1,6,1,NA,49150
1,67,2,1," ",5,1,2,1,NA,49092.5
1,68,3,1," ",1,2,1,1,2,49000
1,65,2.5,1," ",1,2,3,0,NA,49000
1,65,2,1," ",1,1,3,1,5,49000
1,49,2,NA," ",6,2,NA,NA,NA,49000
3,48,1.5,1," ",6,1,4,0,1,49000
1,49,2,1,"NA",6,2,NA,0,4,49000
1,65,1.5,1," ",1,2,3,0,NA,49000
1,65,2.5,1," ",1,1,1,NA,5,49000
1,68,2,2," ",4,2,3,1,NA,49000
1,90,2.5,1," ",6,2,3,NA,2,49000
1,55,3,1," ",1,1,1,1,2,49000
3,72,3,1," ",1,1,4,NA,3,49000
1,61,3,1," ",4,3,4,1,2,49000
1,61,2.5,1," ",4,3,4,1,2,49000
3,72,2.5,1," ",1,1,4,NA,3,49000
1,65,2.5,1," ",1,1,1,NA,3,49000
1,32,2.5,1,"NA",4,2,NA,1,1,49000
1,55,3,1," ",1,1,1,1,2,49000
3,100,3,1," ",1,1,4,NA,3,49000
1,67,2,1," ",1,2,3,0,NA,49000
1,61,1,1," ",4,3,4,1,2,49000
1,61,3,1," ",4,3,4,1,2,49000
3,72,3,1," ",1,1,4,0,3,49000
3,108,3,1," ",1,3,1,0,3,49000
1,57,2.5,1," ",6,2,3,0,2,49000
3,100,3,1," ",1,1,4,0,3,49000
3,98,3,1," ",1,NA,4,NA,4,48990
3,97,3,1," ",4,1,1,0,2,48970
1,51,2,1,"NA",NA,2,NA,0,3,48950
2,102,3.5,1," ",6,1,4,1,4,48912
2,102,3.5,1," ",6,1,4,1,4,48912
1,87,2,1," ",2,2,3,0,NA,48900
1,51,2,1," ",1,1,2,0,NA,48900
1,51,2,1," ",1,1,2,0,NA,48900
1,52,2,1," ",1,2,2,1,3,48900
1,83,3,1,"NA",NA,NA,NA,0,3,48900
1,79,2.5,1," ",1,NA,3,NA,2,48900
1,45,2,1,"NA",3,NA,NA,0,4,48900
1,37,2,1," ",6,1,2,0,NA,48900
1,69,1,1," ",1,1,1,1,2,48900
1,69,2.5,1," ",1,1,1,1,2,48900
1,93,2.5,1," ",1,2,1,NA,2,48900
1,52,3,1," ",4,1,2,1,3,48900
3,110,4,NA," ",6,1,3,NA,2,48895
3,110,4,NA," ",6,1,3,NA,2,48895
2,82,2.5,1," ",6,1,4,1,2,48784.5
1,58,2,1," ",1,2,4,0,NA,48780
1,61,2.5,1," ",4,2,4,1,2,48750
1,68,2.5,1," ",4,1,4,1,3,48750
1,68,3,1," ",4,1,4,1,3,48750
1,61,3,1," ",4,2,4,1,2,48750
3,86,3,NA," ",4,2,3,NA,2,48719
1,51,2,1,"NA",5,2,NA,1,3,48700
1,51,2,1,"NA",6,2,NA,1,4,48678
2,82,3,1," ",6,1,4,1,3,48618
1,50,1.5,1," ",6,2,4,1,NA,48600
2,80,3,1," ",6,1,4,1,2,48534.75
1,45,2,1," ",2,2,3,0,NA,48500
1,50,2,1," ",4,1,4,1,4,48500
1,82,2,1," ",4,1,4,1,NA,48500
1,85,2.5,1," ",2,NA,3,NA,2,48500
1,66,2.5,1,"NA",1,2,NA,0,4,48500
1,70,1,1,"NA",1,2,NA,1,3,48500
3,73,3,1," ",1,1,4,NA,3,48500
1,50,2,1," ",4,3,4,1,2,48500
1,54,2,1," ",4,3,4,1,2,48500
3,73,2.5,1," ",1,1,4,NA,3,48500
1,42,2.5,1," ",4,NA,2,NA,NA,48500
1,50,3,1," ",4,3,4,1,2,48500
3,73,3,1," ",1,1,4,0,3,48500
1,54,1,1," ",4,3,4,1,2,48500
1,49,2,1," ",NA,NA,3,NA,4,48465
1,68,3,1," ",1,NA,3,NA,3,48400
1,69,3,1," ",1,NA,4,NA,2,48300
1,61,2,1,"NA",1,2,NA,0,4,48300
2,80,2.5,1," ",6,1,4,1,2,48285
1,56,2,1," ",4,3,4,1,3,48250
1,56,2,1," ",4,3,4,1,3,48250
2,82,3,1," ",6,1,4,1,3,48201.75
3,69,2,1," ",4,2,4,1,2,48200
1,79,2,1," ",1,1,3,0,NA,48200
1,79,2,1," ",1,1,3,0,NA,48200
1,57,2,1," ",1,2,4,0,NA,48170
1,57,2,1," ",1,2,4,0,NA,48170
2,80,3,1," ",6,1,4,1,3,48146.25
3,129,3,3," ",6,NA,6,NA,2,48000
1,48,2,1," ",6,1,1,0,4,48000
1,70,2.5,1,"NA",1,2,NA,0,3,48000
1,70,2,1," ",1,2,2,0,NA,48000
1,77,2.5,1," ",1,2,1,0,4,48000
1,91,3,1,"NA",1,2,NA,0,3,48000
1,62,4.5,1,"NA",4,2,NA,1,3,48000
3,82,2,1," ",1,1,NA,0,3,48000
3,87,3,1," ",1,NA,NA,0,3,48000
1,62,2,1," ",1,2,NA,NA,4,48000
2,115,2,1," ",4,1,3,0,4,48000
1,79,2.5,1," ",1,2,2,0,NA,47999
1,45,2,1," ",4,2,4,1,3,47990
1,71,4,1," ",1,1,2,0,NA,47990
1,71,4,1," ",1,NA,6,NA,2,47990
1,75,2,1,"NA",2,1,NA,1,3,47990
2,94,3,1,"NA",1,2,NA,0,4,47990
1,43,1.5,1," ",4,2,4,1,3,47990
1,45,1.5,1," ",4,2,2,1,5,47990
1,49,4.5,1," ",3,2,1,1,2,47990
3,99,2,1," ",1,3,1,0,1,47990
3,99,2,1," ",1,2,1,NA,1,47990
1,49,3.5,1," ",3,2,1,1,2,47990
1,49,3.5,1," ",3,2,1,1,2,47990
1,71,2,1," ",1,1,2,0,NA,47990
1,43,2,1," ",4,2,4,1,3,47990
3,120,4,1," ",1,1,3,0,2,47990
3,50,2.5,1," ",4,2,2,1,NA,47980
3,63,2,1," ",6,1,4,0,1,47970
2,80,2,1," ",6,1,4,1,3,47952
1,50,1.5,1," ",6,3,4,1,NA,47940
1,68,3,2," ",4,2,2,1,NA,47900
1,68,3,2," ",4,2,2,1,NA,47900
1,74,2.5,1," ",2,NA,3,NA,NA,47900
1,70,3,1," ",4,NA,3,NA,NA,47900
3,71,2.5,2," ",5,1,3,0,4,47900
1,85,3.5,1," ",6,1,5,NA,2,47900
1,85,3.5,1," ",6,1,5,0,2,47900
3,71,2.5,2," ",5,1,3,NA,4,47900
1,92,2.5,1,"NA",2,NA,NA,0,3,47900
1,80,3,1,"NA",1,1,NA,1,3,47900
1,68,3,2," ",5,2,2,1,3,47900
1,80,3,1," ",1,1,1,NA,2,47900
1,67,2.5,2,"NA",5,1,NA,0,3,47900
1,130,3.5,1," ",1,NA,NA,0,4,47900
1,66,3,NA," ",4,1,3,0,NA,47900
1,70,2,1," ",6,1,3,0,2,47900
1,70,5,1," ",6,1,3,NA,2,47900
1,71,2,1," ",2,1,3,0,NA,47900
1,71,3,1," ",2,1,3,0,NA,47900
1,82,3,2," ",5,2,NA,NA,1,47900
1,65,3,1," ",4,2,1,1,1,47900
3,114,2,1," ",1,1,2,0,3,47900
1,88,2,1," ",1,1,4,0,3,47900
1,51,2,1," ",4,3,4,1,1,47897.2
1,68,2,2," ",5,3,3,1,NA,47890
1,68,2,2," ",5,3,3,1,NA,47890
1,49,1.5,1," ",6,3,4,1,NA,47870
1,62,2.5,3," ",2,2,3,1,NA,47850
2,40,1,1," ",6,3,4,1,1,47777.4
1,103,2,1," ",6,1,5,0,NA,47750
1,103,2,1," ",6,1,5,0,NA,47750
1,31,1,1," ",6,2,4,1,NA,47730
1,31,1,1," ",6,2,4,1,NA,47730
2,75,3,1," ",6,2,4,1,3,47646.75
1,110,4,1," ",6,1,1,1,NA,47600
1,68,3,1," ",1,NA,4,NA,2,47600
2,81,2,1," ",6,1,4,1,3,47591.25
1,52,2,1," ",1,2,3,1,4,47550
2,80,3,1," ",6,1,4,1,3,47535.75
1,50,2,1," ",3,2,2,0,NA,47500
1,50,2,1," ",4,2,4,1,4,47500
1,43,1,1," ",4,2,3,1,NA,47500
1,68,3,2," ",5,3,3,1,1,47500
3,78,3,1," ",6,1,4,NA,3,47500
1,43,2,1," ",4,1,2,1,NA,47500
1,67,1.5,1," ",2,1,5,1,2,47500
1,49,2.5,1," ",1,1,2,0,NA,47500
1,50,2.5,1," ",5,2,3,0,NA,47500
3,95,1.5,1," ",1,NA,NA,0,3,47500
1,69,4,1," ",4,2,3,1,NA,47500
1,67,2,1," ",2,NA,3,NA,2,47500
1,61,2,1," ",4,2,4,1,2,47500
1,61,2.5,1," ",4,2,4,1,2,47500
1,55,2.5,1,"NA",1,1,NA,0,3,47500
3,78,2.5,1," ",1,NA,NA,0,1,47500
1,61,2.5,1," ",4,2,4,1,2,47500
1,61,2,1," ",4,2,4,1,2,47500
1,68,2,2," ",5,3,3,1,1,47500
1,59,1.5,1," ",6,2,5,1,2,47500
1,80,2,1," ",6,2,5,1,2,47500
2,76,2,1," ",6,1,4,1,2,47452.5
3,65,3.5,1,"NA",1,1,NA,0,3,47400
1,74,2,2," ",5,NA,1,NA,3,47400
1,57,2,1," ",1,2,NA,NA,2,47400
1,39,2.5,1," ",1,2,2,1,2,47400
1,53,1,1," ",6,1,1,1,4,47390
2,78,3,1," ",6,1,4,1,3,47230.5
1,72,2.5,1," ",4,1,4,0,2,47052.5
1,73,3,3," ",6,2,4,1,NA,47050
1,68,2,1," ",1,2,2,0,NA,47000
1,38,2,1,"NA",2,2,NA,1,4,47000
1,44,1,1," ",2,2,3,0,NA,47000
1,50,1,1," ",4,2,6,0,NA,47000
3,69,2,1," ",1,1,4,NA,3,47000
3,69,2,1," ",1,1,4,NA,3,47000
3,69,3,1," ",1,1,4,NA,3,47000
3,69,3,1," ",1,1,4,NA,3,47000
3,130,3,1,"NA",1,1,NA,0,4,47000
3,114,3,1," ",1,NA,NA,0,3,47000
3,114,3,1," ",1,NA,NA,0,3,47000
1,68,3.5,1," ",1,2,3,0,NA,47000
1,71,3.5,1," ",1,2,2,0,NA,47000
3,69,3.5,1," ",1,1,4,0,3,47000
3,69,2,1," ",1,1,4,0,3,47000
1,50,2,1," ",4,2,5,NA,NA,47000
1,55,2,1," ",1,1,1,NA,2,46990
1,55,2,1," ",1,1,1,0,2,46990
1,45,2,1," ",4,2,4,1,3,46990
1,45,2,1," ",4,2,4,1,5,46990
2,58,2,1," ",NA,3,NA,1,4,46990
1,66,1.5,1,"NA",1,2,NA,0,3,46990
1,45,2,1," ",4,2,2,1,5,46990
1,49,1.5,1," ",4,1,2,1,3,46990
1,49,1.5,1," ",4,1,2,1,3,46990
2,62,2,1," ",6,2,4,1,2,46980.75
1,63,2,1,"NA",1,2,NA,1,1,46900
1,48,2,2," ",5,3,2,1,NA,46900
1,75,3,1," ",6,2,5,1,5,46900
1,82,3,2," ",5,NA,1,NA,4,46900
1,75,2,1," ",1,NA,NA,0,3,46900
1,64,2,NA," ",6,2,NA,NA,NA,46900
2,94,5,1," ",1,1,4,0,2,46900
1,56,2,1," ",1,2,3,NA,2,46900
2,94,2,1," ",1,1,4,NA,NA,46900
1,34,4,3," ",6,1,1,0,NA,46900
1,59,2,1," ",1,2,1,1,2,46900
1,58,2,1," ",1,2,1,1,2,46900
1,61,2,1," ",1,NA,3,NA,2,46900
1,37,2,1,"NA",4,NA,NA,1,3,46900
1,48,2.5,1,"NA",6,2,NA,1,3,46900
1,58,1,3," ",4,2,3,1,NA,46900
1,88,2,1," ",1,NA,NA,0,3,46900
1,50,1.5,1," ",3,2,1,1,2,46900
1,64,2,1," ",6,2,6,0,NA,46900
1,99,2,1," ",3,1,2,0,NA,46900
1,64,2,1,"NA",NA,2,NA,0,3,46900
1,50,2,1," ",3,2,1,1,2,46900
1,50,2,1," ",3,2,1,1,2,46900
1,56,2,1," ",1,2,3,0,2,46900
1,58,2,1," ",1,2,1,1,2,46900
1,49,1.5,1," ",6,2,4,1,NA,46880
1,72,2,1," ",1,1,2,0,NA,46800
1,72,2,1," ",1,1,2,0,NA,46800
1,41,1.5,1,"NA",1,NA,NA,0,3,46800
1,62,2,1," ",6,1,5,NA,2,46800
3,82,3,1," ",1,1,NA,0,3,46800
3,62,3,1," ",6,1,4,0,1,46796.75
1,53,2.5,1," ",4,3,4,1,3,46750
1,53,2.5,1," ",4,3,4,1,3,46750
1,61,2.5,1," ",4,1,4,1,2,46750
1,53,2.5,1," ",4,3,4,1,3,46750
1,53,2.5,1," ",4,3,4,1,3,46750
1,61,2.5,1," ",4,1,4,1,2,46750
2,90,3,1,"NA",1,NA,NA,0,4,46700
1,55,2.5,1," ",1,1,3,1,4,46700
1,57,2.5,1,"NA",4,2,NA,1,3,46700
1,55,2,1," ",1,1,3,1,4,46700
2,79,3,1," ",6,1,4,1,3,46647.75
3,99,4,NA," ",4,2,3,NA,2,46521.98
1,97,2.5,1," ",4,1,3,1,5,46500
1,64,3,2," ",5,NA,1,NA,3,46500
1,64,3,2," ",5,NA,1,NA,3,46500
1,44,2,1," ",3,1,3,1,2,46500
1,44,2,1," ",3,1,3,1,2,46500
1,48,2,1," ",1,NA,3,NA,3,46500
1,48,2,NA," ",5,1,NA,NA,NA,46500
1,41,2,1,"NA",1,1,NA,0,4,46500
1,58,2,1," ",3,2,1,NA,2,46500
2,97,4,NA," ",1,NA,NA,NA,NA,46500
1,73,4,1," ",1,1,5,NA,2,46500
1,58,2,1," ",3,2,1,0,2,46500
1,62,2.5,1,"NA",1,2,NA,0,3,46500
1,48,2,1," ",4,1,4,1,3,46500
3,71,2,1," ",5,2,4,1,3,46500
1,43,2.5,1," ",1,2,3,0,NA,46490
3,83,4,1," ",1,1,4,1,4,46474
2,78,3,1," ",6,1,4,1,3,46398
1,51,2,1," ",1,2,4,0,NA,46330
1,35,2,1," ",4,3,4,1,1,46310
3,81,4,1," ",1,1,4,1,4,46289
2,78,2,1," ",6,1,4,1,3,46287
1,48,1.5,1," ",6,3,4,1,NA,46260
1,61,2.5,1," ",1,1,3,NA,2,46200
1,51,1,1," ",1,1,3,1,NA,46000
3,100,2.5,1,"NA",1,1,NA,0,3,46000
1,64,2.5,1," ",6,NA,3,NA,2,46000
1,51,1,1,"NA",1,1,NA,1,4,46000
1,54,1,1," ",1,1,1,1,4,46000
1,54,1,1," ",1,1,1,1,4,46000
3,78,3,1," ",1,1,1,NA,3,46000
3,67,3,1,"NA",1,NA,NA,0,3,46000
1,50,3,2,"NA",5,2,NA,0,3,46000
1,54,2,3,"NA",4,3,NA,1,1,46000
3,87,2,1," ",1,NA,NA,0,3,46000
3,78,3,1," ",1,1,1,0,3,46000
1,30,2,1," ",6,2,4,1,4,46000
2,83,1,1," ",1,1,3,0,1,46000
1,84,3.5,1," ",2,2,5,1,4,45999
1,84,3.5,1," ",2,2,5,1,4,45999
1,66,2,1," ",4,2,2,1,NA,45990
1,61,1.5,1," ",4,2,3,1,NA,45990
1,65,2,1," ",6,1,4,1,NA,45990
1,41,1.5,1," ",6,1,4,1,4,45990
2,76,3,1," ",6,1,4,1,3,45981.75
1,55,2,1," ",4,NA,1,NA,2,45900
1,53,2,1," ",1,2,6,0,NA,45900
1,88,4,1," ",5,2,3,0,NA,45900
1,68,2,1," ",6,1,5,1,5,45900
3,97,4,1," ",1,NA,4,NA,3,45900
1,42,3,1," ",2,1,1,0,2,45900
1,59,2,1," ",6,2,3,NA,4,45900
1,51,2,1," ",4,2,2,1,3,45900
1,89,2,1," ",1,1,NA,0,3,45900
1,74,4,1,"NA",4,2,NA,1,3,45900
1,95,3,1," ",4,2,NA,NA,3,45900
1,52,3.5,1," ",4,2,2,1,2,45900
1,54,2,1," ",4,2,2,1,2,45900
1,64,2,1," ",4,1,1,1,2,45900
1,68,2,3,"NA",2,NA,NA,0,4,45900
3,70,2.5,1," ",1,1,4,NA,1,45900
3,70,2,1," ",1,1,4,NA,1,45900
1,37,2,1," ",1,2,4,1,3,45900
1,37,3,1," ",4,1,1,1,2,45900
1,37,2,1," ",4,1,1,1,2,45900
1,37,2,1," ",1,2,4,1,3,45900
1,67,2,1," ",1,2,3,NA,1,45900
1,46,2,1," ",2,2,1,1,4,45900
1,48,1.5,1," ",4,3,2,1,4,45900
1,46,1,1," ",2,2,1,1,4,45900
1,37,1,1," ",1,3,4,1,3,45900
1,48,1.5,1," ",4,3,2,1,4,45900
1,67,1.5,1," ",1,2,3,0,1,45900
1,54,2,1," ",4,2,2,1,2,45900
1,68,2.5,2," ",5,2,6,1,3,45900
1,55,2,1," ",4,2,4,1,3,45900
3,65,2,1," ",3,1,4,1,1,45900
3,70,2,1," ",1,1,4,0,1,45900
1,51,2.5,1," ",4,2,2,1,3,45900
1,64,2,1," ",4,1,1,1,2,45900
1,72,2.5,1," ",1,3,3,0,3,45800
1,72,2.5,1," ",1,2,3,NA,3,45800
1,41,2,1," ",4,1,2,1,3,45800
1,59,2.5,1," ",1,2,3,0,NA,45800
2,75,2.5,1," ",6,1,4,1,3,45704.25
2,76,3.5,1," ",6,2,4,1,3,45676.5
1,54,1.5,1," ",4,1,6,1,3,45600
2,89,5,1," ",1,1,4,0,3,45578
2,76,3,1," ",6,1,4,1,3,45510
3,71,3,1," ",1,1,2,NA,3,45500
1,30,1,1," ",3,2,2,1,NA,45500
1,69,2,1,"NA",2,NA,NA,0,3,45500
3,111,4,1,"NA",1,1,NA,0,3,45500
3,106,3.5,1," ",NA,NA,NA,0,3,45500
2,75,2,1," ",6,1,4,1,3,45343.5
1,70,2.5,1," ",3,1,4,0,NA,45218
1,47,2,NA," ",4,1,NA,NA,NA,45210
1,71,3,1," ",2,NA,3,NA,3,45200
3,72,2.5,1," ",6,1,4,1,3,45200
2,77,3,1," ",6,2,4,1,3,45149.25
3,73,3,1," ",4,1,4,1,3,45100
2,75,3,1," ",6,1,4,1,3,45066
2,76,3,1," ",6,2,4,1,3,45038.25
1,51,2,1," ",5,1,2,0,NA,45000
1,57,2,NA," ",2,1,5,0,3,45000
1,43,1,1," ",2,2,6,1,NA,45000
1,43,1,1," ",2,2,6,1,NA,45000
1,87,3.5,1," ",1,1,3,NA,2,45000
1,52,1.5,1,"NA",1,2,NA,1,4,45000
3,140,2,1," ",2,1,3,NA,NA,45000
1,61,6,1," ",1,1,2,1,NA,45000
1,59,2,1," ",2,1,3,0,NA,45000
2,101,2,1,"NA",1,2,NA,0,3,45000
1,58,3,1,"NA",1,NA,NA,1,3,45000
1,48,2,1," ",1,2,2,1,2,45000
1,59,1.5,1,"NA",1,2,NA,1,4,45000
1,20,2,1,"NA",4,1,NA,1,3,45000
1,39,1,NA," ",1,1,NA,NA,NA,45000
1,39,1,1,"NA",2,1,NA,0,4,45000
3,86,1,1," ",1,1,2,NA,2,45000
1,51,4,1," ",5,1,2,0,NA,45000
3,86,3,1," ",1,3,2,0,2,45000
3,71,2,1," ",6,1,4,1,3,45000
1,62,2,1," ",4,2,3,1,2,45000
1,82,3.5,1," ",1,1,2,0,3,45000
3,110,2,1," ",1,3,2,0,1,45000
1,48,3.5,1," ",5,2,4,1,2,45000
1,54,3,2," ",4,1,1,1,1,44999
3,85,3,1," ",1,1,4,NA,4,44990
1,50,1,1," ",2,1,2,NA,2,44990
1,49,2,1," ",1,1,NA,1,3,44990
1,57,2,1," ",2,2,2,0,NA,44990
1,50,3.5,1," ",2,1,2,NA,2,44990
1,78,1,1," ",1,1,2,NA,3,44990
1,78,2,1," ",1,1,2,NA,3,44990
1,50,2,1," ",2,1,2,0,2,44990
1,78,2,1," ",1,3,2,0,3,44990
3,68,1,2," ",4,2,1,0,1,44990
1,70,1.5,1," ",3,2,NA,NA,4,44942
1,70,2.5,1," ",3,2,4,0,NA,44942
1,70,3,1," ",3,2,4,NA,3,44942
1,70,3,1," ",3,2,4,0,3,44942
3,62,3,NA," ",4,1,3,NA,2,44921.61
1,73,2.5,1,"NA",4,2,NA,1,3,44900
1,47,1.5,1," ",4,2,3,1,NA,44900
1,56,2.5,1," ",5,1,2,0,NA,44900
1,62,2,1," ",3,1,2,0,NA,44900
1,53,2.5,1," ",6,2,5,1,5,44900
3,48,2,1," ",1,NA,4,NA,3,44900
1,55,2,1," ",2,NA,3,NA,3,44900
2,97,4,NA," ",1,NA,NA,NA,NA,44900
1,48,2,1," ",4,NA,4,NA,2,44900
3,198,6,1," ",1,1,3,0,NA,44900
1,57,2.5,1," ",5,NA,1,NA,1,44900
1,75,3,NA," ",4,NA,3,NA,NA,44900
1,53,2,1," ",2,2,1,NA,2,44900
1,53,2,1," ",2,2,1,0,2,44900
1,72,3,2," ",5,NA,3,NA,2,44900
1,55,2.5,1,"NA",4,NA,NA,1,3,44900
1,54,2,1," ",4,1,1,1,3,44900
1,54,2,NA," ",1,2,NA,NA,NA,44900
1,31,1.5,1,"NA",3,NA,NA,0,4,44900
1,51,1,1," ",2,2,6,1,2,44900
1,63,1,1," ",4,2,NA,1,3,44900
1,46,2,NA," ",2,2,NA,NA,NA,44900
1,64,1.5,1," ",4,2,2,1,2,44900
1,64,2.5,2," ",3,1,NA,NA,4,44900
1,50,3,1," ",1,NA,1,NA,2,44900
1,52,1.5,1," ",NA,NA,3,NA,NA,44900
1,69,1,1," ",2,1,1,NA,2,44900
1,53,2,1," ",1,NA,1,NA,4,44900
1,82,2,1,"NA",NA,1,NA,1,3,44900
2,94,3.5,1," ",1,1,4,0,2,44900
1,60,5,1," ",NA,2,NA,NA,NA,44900
1,68,2,1," ",2,1,6,0,4,44900
1,68,2,1," ",2,1,6,NA,4,44900
1,96,2,1," ",NA,NA,NA,NA,NA,44900
1,37,2,1," ",4,1,NA,1,2,44900
1,60,3,1,"NA",5,2,NA,0,4,44900
2,78,2,1," ",4,1,4,NA,NA,44900
2,94,4,1," ",1,1,4,NA,NA,44900
1,70,4,1,"NA",6,1,NA,1,3,44900
1,53,3,1," ",2,NA,3,NA,3,44900
1,75,2.5,1," ",6,1,5,1,2,44900
1,66,2.5,2," ",5,3,1,1,2,44900
1,43,1.5,1," ",4,2,2,1,2,44900
1,45,2,1," ",3,2,1,NA,2,44900
1,56,2,1," ",2,2,3,1,4,44900
1,127,3,1," ",2,NA,3,NA,2,44900
1,45,3,1," ",3,2,1,0,2,44900
1,36,2,1,"NA",4,NA,NA,1,3,44900
