"","telepules","ar_e_ft","terulet_m_2","szobak","epites_tipusa","futes","emelet","ing_allapota","lift","megye","egesz_szoba","felszobak_szama","regio"
"1196","Szeged",37934.2,63,"2","tégla","egyeb",2,"építés alatt","1","Csongrád",2,0,"Del_Alfold"
"1197","Szeged",46980.7,62,"2","tégla","egyeb",2,"építés alatt","1","Csongrád",2,0,"Del_Alfold"
"1198","Budapest VIII ker",27500,57,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1199","Budapest VI ker",46990,55,"2","tégla","gaz",1,"felújított","0","Budapest",2,0,"Budapest"
"1200","Budapest XX ker",29950,59,"2","panel","tavfutes",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1201","Budapest XIV ker",32900,50,"2","panel","tavfutes",1,"újszerű","0","Budapest",2,0,"Budapest"
"1202","Budapest VIII ker",59900,63,"2","tégla","gaz",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1203","Budapest X ker",27500,48,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1204","Budapest X ker",39900,73,"2","tégla","gaz",1,"újszerű","0","Budapest",2,0,"Budapest"
"1205","Budapest XX ker",25900,69,"2","tégla","gaz",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1206","Budapest VI ker",99000,89,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1207","Budapest VI ker",59300,61,"2","tégla","gaz",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1208","Budapest VIII ker",31500,66,"2","tégla","gaz",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1209","Budapest XIII ker",38900,70,"2","panel","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1210","Budapest VIII ker",37500,78,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1211","Budapest VIII ker",37500,78,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1212","Budapest VIII ker",46800,72,"2","tégla","gaz",1,"újszerű","0","Budapest",2,0,"Budapest"
"1213","Budapest VII ker",64900,49,"2","tégla","gaz",1,"újszerű","1","Budapest",2,0,"Budapest"
"1214","Budapest VIII ker",46800,72,"2","tégla","gaz",1,"újszerű","0","Budapest",2,0,"Budapest"
"1215","Budapest VII ker",45900,68,"2","tégla","gaz",1,"felújítandó","1","Budapest",2,0,"Budapest"
"1216","Budapest VII ker",44500,52,"2","tégla","kozponti",1,"felújított","1","Budapest",2,0,"Budapest"
"1217","Budakeszi",40500,56,"2","tégla","gaz",1,"újszerű","1","Pest",2,0,"Pest"
"1218","Budapest XI ker",34900,59,"2","panel","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1219","Budapest X ker",27900,54,"2","tégla","tavfutes",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1220","Budapest VIII ker",37500,57,"2","tégla","gaz",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1221","Pécs",10900,54,"2","tégla","gaz",1,"felújított","0","Baranya",2,0,"Del_Dunantul"
"1222","Budapest VI ker",39900,48,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1223","Budapest I ker",86800,96,"2","egyéb","kozponti",1,"felújított","0","Budapest",2,0,"Budapest"
"1224","Budapest XI ker",49990,44,"2","tégla","kozponti",1,"új építésű","1","Budapest",2,0,"Budapest"
"1225","Budapest XIV ker",39500,54,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1226","Siófok",42500,50,"2","tégla","egyeb",1,"új építésű","1","Somogy",2,0,"Del_Dunantul"
"1227","Budapest XII ker",58800,49,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1228","Budapest XIV ker",44200,71,"2","tégla","gaz",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1229","Budapest VI ker",82000,83,"2","tégla","gaz",1,"újszerű","1","Budapest",2,0,"Budapest"
"1230","Budapest XV ker",18000,54,"2","tégla","gaz",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1231","Budapest X ker",25000,49,"2","tégla","gaz",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1232","Budapest VIII ker",37990,49,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1233","Budapest XII ker",49400,52,"2","tégla","gaz",1,"felújítandó","0","Budapest",2,0,"Budapest"
"1234","Budapest VIII ker",45000,61,"2","tégla","gaz",1,"újszerű","1","Budapest",2,0,"Budapest"
"1235","Mohács",8900,57,"2","tégla","egyeb",1,"közepes állapotú","0","Baranya",2,0,"Del_Dunantul"
"1236","Budapest II ker",64900,82,"2","tégla","gaz",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1237","Székesfehérvár",21300,54,"2","tégla","gaz",1,"közepes állapotú","0","Fejér",2,0,"Kozep_Dunantul"
"1238","Budapest VIII ker",29900,46,"2","tégla","gaz",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1239","Budapest VIII ker",29900,46,"2","tégla","gaz",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1240","Budapest XV ker",29990,54,"2","tégla","kozponti",1,"újszerű","0","Budapest",2,0,"Budapest"
"1241","Budapest III ker",28900,51,"2","panel","kozponti",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1242","Budapest III ker",29500,48,"2","panel","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1243","Budapest V ker",62900,78,"2","tégla","kozponti",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1244","Budapest VII ker",60000,48,"2","tégla","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1245","Budapest XX ker",34900,51,"2","tégla","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1246","Kecskemét",20500,55,"2","panel","tavfutes",1,"felújítandó","0","Bács-Kiskun",2,0,"Del_Alfold"
"1247","Budapest XIII ker",53500,63,"2","tégla","tavfutes",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1248","Budapest III ker",28900,51,"2","panel","kozponti",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1249","Budapest III ker",38700,53,"2","tégla","tavfutes",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1250","Tatabánya",20900,52,"2","tégla","kozponti",1,"felújított","0","Komárom-Esztergom",2,0,"Kozep_Dunantul"
"1251","Budapest XIX ker",33500,52,"2","tégla","gaz",1,"felújítandó","0","Budapest",2,0,"Budapest"
"1252","Budapest XI ker",45800,41,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1253","Budapest VIII ker",35000,64,"2","tégla","gaz",1,"felújítandó","0","Budapest",2,0,"Budapest"
"1254","Budapest VIII ker",35000,64,"2","tégla","gaz",1,"felújítandó","0","Budapest",2,0,"Budapest"
"1255","Budapest XI ker",51990,49,"2","tégla","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1256","Budapest XI ker",51990,49,"2","tégla","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1257","Budapest V ker",134990,98,"2","tégla","gaz",1,"újszerű","1","Budapest",2,0,"Budapest"
"1258","Budapest VIII ker",32999.9,43,"2","tégla","gaz",1,"felújított","0","Budapest",2,0,"Budapest"
"1259","Budapest IX ker",58000,93,"2","tégla","gaz",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1260","Szombathely",25990,43,"2","tégla","gaz",1,"új építésű","0","Vas",2,0,"Nyugat_Dunantul"
"1261","Szombathely",25990,43,"2","tégla","gaz",1,"új építésű","0","Vas",2,0,"Nyugat_Dunantul"
"1262","Szombathely",25990,40,"2","tégla","egyeb",1,"új építésű","0","Vas",2,0,"Nyugat_Dunantul"
"1263","Szombathely",25990,40,"2","tégla","egyeb",1,"új építésű","0","Vas",2,0,"Nyugat_Dunantul"
"1264","Budapest II ker",56900,54,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1265","Komárom",21500,49,"2","panel","tavfutes",1,"felújított","0","Komárom-Esztergom",2,0,"Kozep_Dunantul"
"1266","Szeged",22900,60,"2","tégla","gaz",1,"jó állapotú","0","Csongrád",2,0,"Del_Alfold"
"1267","Miskolc",11900,64,"2","tégla","gaz",1,"közepes állapotú","0","Borsod-Abaúj-Zemplén",2,0,"Eszak_Magyarorszag"
"1268","Budaörs",49000,48,"2","tégla","egyeb",1,"új építésű","0","Pest",2,0,"Pest"
"1269","Balatonfuzfo",19900,59,"2","tégla","gaz",1,"közepes állapotú","0","Veszprém",2,0,"Kozep_Dunantul"
"1270","Budapest VI ker",140380.5,88,"2","tégla","kozponti",1,"felújított","1","Budapest",2,0,"Budapest"
"1271","Budapest II ker",49999.9,45,"2","tégla","gaz",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1272","Budapest XIV ker",39500,54,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1273","Kaposvár",15900,62,"2","tégla","egyeb",1,"közepes állapotú","0","Somogy",2,0,"Del_Dunantul"
"1274","Budapest XIV ker",44200,71,"2","tégla","gaz",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1275","Budapest XIII ker",49900,60,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1276","Gödöllo",32900,59,"2","tégla","gaz",1,"felújított","0","Pest",2,0,"Pest"
"1277","Budapest VII ker",67000,77,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1278","Kaposvár",17900,62,"2","tégla","gaz",1,"felújítandó","0","Somogy",2,0,"Del_Dunantul"
"1279","Budapest XI ker",58500,56,"2","tégla","tavfutes",1,"felújított","0","Budapest",2,0,"Budapest"
"1280","Budapest VI ker",39900,49,"2","tégla","gaz",1,"felújított","1","Budapest",2,0,"Budapest"
"1281","Miskolc",12500,51,"2","tégla","gaz",1,"felújítandó","0","Borsod-Abaúj-Zemplén",2,0,"Eszak_Magyarorszag"
"1282","Budapest VI ker",39900,49,"2","tégla","gaz",1,"felújított","1","Budapest",2,0,"Budapest"
"1283","Budapest XII ker",50900,42,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1284","Budapest VI ker",141706.5,88,"2","tégla","kozponti",1,"felújított","1","Budapest",2,0,"Budapest"
"1285","Budapest VI ker",140380.5,88,"2","tégla","kozponti",1,"felújított","1","Budapest",2,0,"Budapest"
"1286","Budapest XI ker",68500,54,"2","tégla","egyeb",1,"új építésű","1","Budapest",2,0,"Budapest"
"1287","Szeged",34900,69,"2","tégla","gaz",1,"újszerű","0","Csongrád",2,0,"Del_Alfold"
"1288","Budapest VII ker",35900,51,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1289","Budapest XIV ker",63600,87,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1290","Vác",27800,67,"2","tégla","gaz",1,"jó állapotú","0","Pest",2,0,"Pest"
"1291","Budapest X ker",31900,47,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1292","Budapest X ker",31900,47,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1293","Budapest II ker",38900,51,"2","tégla","kozponti",1,"felújítandó","1","Budapest",2,0,"Budapest"
"1294","Budapest III ker",49500,63,"2","tégla","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1295","Pécs",15900,54,"2","tégla","tavfutes",1,"jó állapotú","1","Baranya",2,0,"Del_Dunantul"
"1296","Budapest VIII ker",42000,49,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1297","Kecskemét",19990,54,"2","tégla","gaz",1,"jó állapotú","0","Bács-Kiskun",2,0,"Del_Alfold"
"1298","Budapest IX ker",42500,51,"2","tégla","gaz",1,"felújított","1","Budapest",2,0,"Budapest"
"1299","Budapest IX ker",66500,69,"2","tégla","gaz",1,"újszerű","1","Budapest",2,0,"Budapest"
"1300","Budapest IX ker",42000,64,"2","tégla","gaz",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1301","Budapest VI ker",44900,68,"2","tégla","gaz",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1302","Budapest II ker",40900,51,"2","tégla","kozponti",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1303","Pétfürdo",7500,34,"2","tégla","tavfutes",1,"felújítandó","0","Veszprém",2,0,"Kozep_Dunantul"
"1304","Budapest XII ker",41900,55,"2","tégla","kozponti",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1305","Budapest II ker",41900,55,"2","tégla","kozponti",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1306","Budapest XI ker",48900,52,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1307","Budapest IX ker",66500,69,"2","tégla","gaz",1,"újszerű","1","Budapest",2,0,"Budapest"
"1308","Budapest XIII ker",34518.2,45,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1309","Budapest VIII ker",30000,42,"2","tégla","gaz",1,"újszerű","1","Budapest",2,0,"Budapest"
"1310","Budapest VIII ker",27500,57,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1311","Budapest II ker",39900,51,"2","tégla","kozponti",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1312","Budapest VII ker",29900,51,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1313","Budapest II ker",39900,51,"2","tégla","kozponti",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1314","Budapest III ker",49500,63,"2","tégla","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1315","Budapest XIII ker",33790,33,"2","tégla","kozponti",1,"új építésű","1","Budapest",2,0,"Budapest"
"1316","Érd",41900,67,"2","tégla","egyeb",1,"építés alatt","1","Pest",2,0,"Pest"
"1317","Kunpeszér",11500,60,"2","tégla","egyeb",1,"közepes állapotú","0","Bács-Kiskun",2,0,"Del_Alfold"
"1318","Budapest III ker",34990,49,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1319","Budapest XIII ker",41900,47,"2","tégla","kozponti",1,"új építésű","1","Budapest",2,0,"Budapest"
"1320","Budapest XII ker",105900,61,"2","egyéb","egyeb",1,"új építésű","1","Budapest",2,0,"Budapest"
"1321","Kazincbarcika",12700,57,"2","panel","tavfutes",1,"felújított","1","Borsod-Abaúj-Zemplén",2,0,"Eszak_Magyarorszag"
"1322","Budapest XII ker",71100,45,"2","egyéb","egyeb",1,"új építésű","1","Budapest",2,0,"Budapest"
"1323","Budapest XI ker",49900,49,"2","tégla","kozponti",1,"új építésű","1","Budapest",2,0,"Budapest"
"1324","Budapest VII ker",43900,68,"2","tégla","gaz",1,"felújítandó","0","Budapest",2,0,"Budapest"
"1325","Szeged",22900,52,"2","tégla","gaz",1,"jó állapotú","0","Csongrád",2,0,"Del_Alfold"
"1326","Szombathely",24400,40,"2","tégla","tavfutes",1,"új építésű","1","Vas",2,0,"Nyugat_Dunantul"
"1327","Szombathely",24400,40,"2","tégla","tavfutes",1,"új építésű","1","Vas",2,0,"Nyugat_Dunantul"
"1328","Budapest VIII ker",41050,31,"2","tégla","kozponti",1,"új építésű","1","Budapest",2,0,"Budapest"
"1329","Tapolca",14600,49,"2","tégla","kozponti",1,"felújított","0","Veszprém",2,0,"Kozep_Dunantul"
"1330","Budapest VIII ker",44180,37,"2","tégla","kozponti",1,"új építésű","1","Budapest",2,0,"Budapest"
"1331","Budapest XVI ker",41900,71,"2","tégla","kozponti",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1332","Budapest VIII ker",27500,57,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1333","Budapest VIII ker",45900,64,"2","tégla","kozponti",1,"felújított","1","Budapest",2,0,"Budapest"
"1334","Budapest VIII ker",45900,64,"2","tégla","kozponti",1,"felújított","1","Budapest",2,0,"Budapest"
"1335","Pécs",29900,56,"2","tégla","kozponti",1,"új építésű","0","Baranya",2,0,"Del_Dunantul"
"1336","Alsóörs",32376,45,"2","tégla","egyeb",1,"új építésű","0","Veszprém",2,0,"Kozep_Dunantul"
"1337","Budapest VIII ker",30000,42,"2","tégla","gaz",1,"újszerű","1","Budapest",2,0,"Budapest"
"1338","Budapest IX ker",45990,41,"2","tégla","egyeb",1,"új építésű","1","Budapest",2,0,"Budapest"
"1339","Budapest VIII ker",44900,75,"2","tégla","egyeb",1,"felújítandó","1","Budapest",2,0,"Budapest"
"1340","Budapest VIII ker",44900,75,"2","tégla","egyeb",1,"felújítandó","1","Budapest",2,0,"Budapest"
"1341","Budapest VI ker",119000,77,"2","tégla","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1342","Budapest IX ker",43900,56,"2","tégla","kozponti",1,"felújított","1","Budapest",2,0,"Budapest"
"1343","Budapest VIII ker",29500,50,"2","panel","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1344","Budapest VIII ker",29500,50,"2","panel","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1345","Budapest XIII ker",49900,60,"2","tégla","kozponti",1,"újszerű","1","Budapest",2,0,"Budapest"
"1346","Miskolc",29578.2,61,"2","tégla","egyeb",1,"új építésű","1","Borsod-Abaúj-Zemplén",2,0,"Eszak_Magyarorszag"
"1347","Miskolc",29358.2,60,"2","tégla","egyeb",1,"új építésű","1","Borsod-Abaúj-Zemplén",2,0,"Eszak_Magyarorszag"
"1348","Miskolc",29358.2,60,"2","tégla","egyeb",1,"új építésű","1","Borsod-Abaúj-Zemplén",2,0,"Eszak_Magyarorszag"
"1349","Budapest XIV ker",35990,54,"2","tégla","gaz",1,"felújítandó","0","Budapest",2,0,"Budapest"
"1350","Budapest VI ker",49900,70,"2","tégla","gaz",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1351","Budapest VII ker",34300,42,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1352","Debrecen",36500,60,"2","tégla","gaz",1,"felújított","0","Hajdú-Bihar",2,0,"Eszak_Alfold"
"1353","Budapest VII ker",53900,85,"2","tégla","gaz",1,"felújított","1","Budapest",2,0,"Budapest"
"1354","Budapest VII ker",53900,85,"2","tégla","gaz",1,"felújított","1","Budapest",2,0,"Budapest"
"1355","Budapest VII ker",53900,85,"2","tégla","gaz",1,"felújított","1","Budapest",2,0,"Budapest"
"1356","Balatonalmádi",36000,56,"2","tégla","gaz",1,"jó állapotú","0","Veszprém",2,0,"Kozep_Dunantul"
"1357","Budapest X ker",29800,54,"2","panel","tavfutes",1,"felújított","1","Budapest",2,0,"Budapest"
"1358","Budapest X ker",29800,54,"2","panel","tavfutes",1,"felújított","1","Budapest",2,0,"Budapest"
"1359","Budapest VIII ker",27500,57,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1360","Budapest VII ker",34900,47,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1361","Kaposvár",24000,58,"2","tégla","kozponti",1,"felújított","0","Somogy",2,0,"Del_Dunantul"
"1362","Budapest VII ker",59000,90,"2","tégla","villany",1,"felújított","0","Budapest",2,0,"Budapest"
"1363","Budapest XX ker",34500,53,"2","tégla","gaz",1,"új építésű","0","Budapest",2,0,"Budapest"
"1364","Salgótarján",6600,55,"2","panel","gaz",1,"felújított","0","Nógrád",2,0,"Eszak_Magyarorszag"
"1365","Balatonföldvár",39500,42,"2","tégla","egyeb",1,"új építésű","1","Somogy",2,0,"Del_Dunantul"
"1366","Budapest V ker",51000,60,"2","tégla","gaz",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1367","Budapest VII ker",78900,85,"2","tégla","gaz",1,"újszerű","1","Budapest",2,0,"Budapest"
"1368","Budapest VIII ker",37500,78,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1369","Budapest V ker",99000,90,"2","tégla","gaz",1,"felújítandó","0","Budapest",2,0,"Budapest"
"1370","Budapest VII ker",54750,73,"2","tégla","gaz",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1371","Budapest IV ker",25900,49,"2","tégla","gaz",1,"közepes állapotú","0","Budapest",2,0,"Budapest"
"1372","Budapest VII ker",73000,58,"2","tégla","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1373","Budapest VII ker",73000,58,"2","tégla","kozponti",1,"jó állapotú","1","Budapest",2,0,"Budapest"
"1374","Budapest III ker",49900,63,"2","tégla","gaz",1,"felújított","0","Budapest",2,0,"Budapest"
"1375","Budapest V ker",99000,93,"2","tégla","gaz",1,"felújítandó","0","Budapest",2,0,"Budapest"
"1376","Pécs",27500,52,"2","tégla","kozponti",1,"építés alatt","0","Baranya",2,0,"Del_Dunantul"
"1377","Pécs",30500,58,"2","tégla","kozponti",1,"építés alatt","0","Baranya",2,0,"Del_Dunantul"
"1378","Budapest VIII ker",41050,31,"2","tégla","kozponti",1,"új építésű","1","Budapest",2,0,"Budapest"
"1379","Budapest III ker",32700,52,"2","panel","tavfutes",1,"közepes állapotú","1","Budapest",2,0,"Budapest"
"1380","Budapest XX ker",49852,66,"2","tégla","kozponti",1,"új építésű","1","Budapest",2,0,"Budapest"
"1381","Budapest XX ker",49852,66,"2","tégla","kozponti",1,"új építésű","1","Budapest",2,0,"Budapest"
"1382","Budapest XIV ker",42700,71,"2","tégla","gaz",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1383","Pécs",29900,56,"2","tégla","kozponti",1,"új építésű","0","Baranya",2,0,"Del_Dunantul"
"1384","Budapest XIV ker",30900,50,"2","panel","tavfutes",1,"jó állapotú","0","Budapest",2,0,"Budapest"
"1385","Budapest IX ker",43000,45,"2","tégla","tavfutes",1,"új építésű","1","Budapest",2,0,"Budapest"
"1386","Kecskemét",22000,46,"2","panel","kozponti",1,"felújított","0","Bács-Kiskun",2,0,"Del_Alfold"
