"","telepules","ar_e_ft","terulet_m_2","szobak","epites_tipusa","futes","emelet","ing_allapota","lift","megye","egesz_szoba","felszobak_szama","regio"
"3777","Budapest XIII ker",51900,65,"2 + 1","tégla","gaz",3,"jó állapotú","0","Budapest",2,1,"Budapest"
"3778","Budapest IV ker",42290,75,"2 + 1","panel","tavfutes",3,"jó állapotú","0","Budapest",2,1,"Budapest"
"3779","Budapest VI ker",58500,86,"2 + 1","tégla","gaz",3,"újszerű","0","Budapest",2,1,"Budapest"
"3780","Balatonszemes",47980,50,"2 + 1","tégla","kozponti",3,"újszerű","1","Somogy",2,1,"Del_Dunantul"
"3781","Budapest VII ker",78900,113,"2 + 1","tégla","gaz",3,"újszerű","0","Budapest",2,1,"Budapest"
"3782","Vác",29990,56,"2 + 1","tégla","gaz",3,"jó állapotú","0","Pest",2,1,"Pest"
"3783","Budapest VII ker",50000,76,"2 + 1","tégla","gaz",3,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3784","Budapest VI ker",94000,99,"2 + 1","tégla","gaz",3,"újszerű","0","Budapest",2,1,"Budapest"
"3785","Budapest XIII ker",78000,100,"2 + 1","tégla","gaz",3,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3786","Budapest I ker",69000,72,"2 + 1","tégla","gaz",3,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3787","Budapest XII ker",133800,79,"2 + 1","egyéb","egyeb",3,"új építésű","1","Budapest",2,1,"Budapest"
"3788","Budapest VII ker",149000,158,"2 + 1","tégla","gaz",3,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3789","Budapest VI ker",74800,75,"2 + 1","tégla","villany",3,"újszerű","1","Budapest",2,1,"Budapest"
"3790","Budapest II ker",46490,43,"2 + 1","tégla","gaz",3,"jó állapotú","0","Budapest",2,1,"Budapest"
"3791","Budapest II ker",74900,90,"2 + 1","tégla","gaz",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3792","Budapest II ker",74900,90,"2 + 1","tégla","gaz",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3793","Budapest VII ker",36800,67,"2 + 1","tégla","gaz",3,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3794","Miskolc",17500,63,"2 + 1","tégla","gaz",3,"felújított","0","Borsod-Abaúj-Zemplén",2,1,"Eszak_Magyarorszag"
"3795","Budapest XIII ker",62500,72,"2 + 1","tégla","gaz",3,"felújított","0","Budapest",2,1,"Budapest"
"3796","Budapest V ker",111900,95,"2 + 1","tégla","kozponti",3,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3797","Budapest XIII ker",99000,91,"2 + 1","tégla","kozponti",3,"újszerű","1","Budapest",2,1,"Budapest"
"3798","Budapest VIII ker",44900,64,"2 + 1","tégla","kozponti",3,"újszerű","1","Budapest",2,1,"Budapest"
"3799","Budapest III ker",61490,73,"2 + 1","tégla","gaz",3,"újszerű","0","Budapest",2,1,"Budapest"
"3800","Veszprém",34500,69,"2 + 1","tégla","gaz",3,"újszerű","0","Veszprém",2,1,"Kozep_Dunantul"
"3801","Budapest IX ker",56900,74,"2 + 1","tégla","gaz",3,"felújított","1","Budapest",2,1,"Budapest"
"3802","Budapest VI ker",102000,92,"2 + 1","tégla","gaz",3,"felújított","1","Budapest",2,1,"Budapest"
"3803","Budapest VI ker",102000,92,"2 + 1","tégla","gaz",3,"felújított","1","Budapest",2,1,"Budapest"
"3804","Budapest IX ker",62000,79,"2 + 1","tégla","kozponti",3,"újszerű","1","Budapest",2,1,"Budapest"
"3805","Budapest XIII ker",59900,68,"2 + 1","tégla","villany",3,"felújított","1","Budapest",2,1,"Budapest"
"3806","Budapest XIV ker",49000,68,"2 + 1","panel","kozponti",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3807","Budapest VII ker",41900,82,"2 + 1","tégla","gaz",3,"felújítandó","0","Budapest",2,1,"Budapest"
"3808","Szeged",26500,63,"2 + 1","tégla","gaz",3,"felújított","0","Csongrád",2,1,"Del_Alfold"
"3809","Budapest VIII ker",48750,61,"2 + 1","tégla","kozponti",3,"új építésű","1","Budapest",2,1,"Budapest"
"3810","Budapest VIII ker",48750,61,"2 + 1","tégla","kozponti",3,"új építésű","1","Budapest",2,1,"Budapest"
"3811","Budapest XI ker",52900,82,"2 + 1","tégla","gaz",3,"jó állapotú","0","Budapest",2,1,"Budapest"
"3812","Miskolc",22242.5,62,"2 + 1","tégla","kozponti",3,"új építésű","1","Borsod-Abaúj-Zemplén",2,1,"Eszak_Magyarorszag"
"3813","Miskolc",21730,61,"2 + 1","tégla","kozponti",3,"új építésű","1","Borsod-Abaúj-Zemplén",2,1,"Eszak_Magyarorszag"
"3814","Budapest XIV ker",56500,77,"2 + 1","tégla","kozponti",3,"építés alatt","1","Budapest",2,1,"Budapest"
"3815","Budapest XIV ker",56500,77,"2 + 1","tégla","kozponti",3,"új építésű","1","Budapest",2,1,"Budapest"
"3816","Budapest VI ker",80000,83,"2 + 1","tégla","gaz",3,"jó állapotú","0","Budapest",2,1,"Budapest"
"3817","Budapest VII ker",37500,51,"2 + 1","tégla","gaz",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3818","Budapest IX ker",49900,77,"2 + 1","tégla","gaz",3,"jó állapotú","0","Budapest",2,1,"Budapest"
"3819","Budapest VIII ker",50000,83,"2 + 1","tégla","gaz",3,"felújítandó","1","Budapest",2,1,"Budapest"
"3820","Szombathely",15500,55,"2 + 1","panel","tavfutes",3,"felújítandó","0","Vas",2,1,"Nyugat_Dunantul"
"3821","Budapest V ker",118088.7,87,"2 + 1","tégla","villany",3,"újszerű","1","Budapest",2,1,"Budapest"
"3822","Budapest XIV ker",49900,63,"2 + 1","tégla","kozponti",3,"újszerű","0","Budapest",2,1,"Budapest"
"3823","Budapest IX ker",56600,62,"2 + 1","tégla","kozponti",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3824","Budapest VII ker",50000,76,"2 + 1","tégla","gaz",3,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3825","Budapest VI ker",64900,71,"2 + 1","tégla","kozponti",3,"új építésű","1","Budapest",2,1,"Budapest"
"3826","Budapest IV ker",42990,76,"2 + 1","panel","tavfutes",3,"felújított","0","Budapest",2,1,"Budapest"
"3827","Budapest VII ker",62800,88,"2 + 1","tégla","gaz",3,"jó állapotú","0","Budapest",2,1,"Budapest"
"3828","Budapest VI ker",104700,94,"2 + 1","tégla","gaz",3,"felújított","1","Budapest",2,1,"Budapest"
"3829","Budapest IX ker",80500,101,"2 + 1","tégla","gaz",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3830","Budapest VIII ker",38350,59,"2 + 1","tégla","gaz",3,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3831","Budapest VIII ker",38350,59,"2 + 1","tégla","gaz",3,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3832","Budapest XII ker",114900,76,"2 + 1","tégla","gaz",3,"felújított","0","Budapest",2,1,"Budapest"
"3833","Pécs",15650,62,"2 + 1","panel","tavfutes",3,"felújított","0","Baranya",2,1,"Del_Dunantul"
"3834","Budapest II ker",230000,92,"2 + 1","tégla","gaz",3,"felújítandó","1","Budapest",2,1,"Budapest"
"3835","Budapest VII ker",89000,84,"2 + 1","tégla","gaz",3,"felújítandó","0","Budapest",2,1,"Budapest"
"3836","Budapest VIII ker",49900,68,"2 + 1","tégla","kozponti",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3837","Budapest VI ker",104700,94,"2 + 1","tégla","gaz",3,"felújított","1","Budapest",2,1,"Budapest"
"3838","Budapest IX ker",49900,77,"2 + 1","tégla","gaz",3,"jó állapotú","0","Budapest",2,1,"Budapest"
"3839","Budapest XIII ker",78000,100,"2 + 1","tégla","gaz",3,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3840","Budapest XII ker",47850,62,"2 + 1","egyéb","gaz",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3841","Budapest XIV ker",45900,67,"2 + 1","tégla","gaz",3,"jó állapotú","0","Budapest",2,1,"Budapest"
"3842","Budapest VI ker",104700,94,"2 + 1","tégla","gaz",3,"felújított","1","Budapest",2,1,"Budapest"
"3843","Budapest XV ker",39900,55,"2 + 1","panel","tavfutes",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3844","Budapest VI ker",95000,86,"2 + 1","tégla","gaz",3,"új építésű","1","Budapest",2,1,"Budapest"
"3845","Budapest IX ker",56600,62,"2 + 1","tégla","kozponti",3,"jó állapotú","1","Budapest",2,1,"Budapest"
"3846","Budapest VI ker",58500,86,"2 + 1","tégla","gaz",3,"újszerű","0","Budapest",2,1,"Budapest"
"3847","Budapest II ker",230000,92,"2 + 1","tégla","gaz",3,"felújítandó","1","Budapest",2,1,"Budapest"
"3848","Budapest XI ker",95683.9,89,"2 + 1","tégla","kozponti",3,"új építésű","1","Budapest",2,1,"Budapest"
"3849","Szeged",38350.5,64,"2 + 1","tégla","egyeb",3,"építés alatt","1","Csongrád",2,1,"Del_Alfold"
"3850","Budapest VI ker",99900,84,"2 + 1","tégla","gaz",3,"felújított","1","Budapest",2,1,"Budapest"
"3851","Budapest XI ker",56900,76,"2 + 1","tégla","kozponti",2,"felújított","1","Budapest",2,1,"Budapest"
"3852","Budapest XIII ker",106000,83,"2 + 1","tégla","kozponti",2,"újszerű","1","Budapest",2,1,"Budapest"
"3853","Budapest VI ker",95000,98,"2 + 1","tégla","gaz",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3854","Budapest VII ker",59900,103,"2 + 1","tégla","gaz",2,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3855","Budapest IV ker",34000,68,"2 + 1","panel","tavfutes",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3856","Budapest VII ker",39900,71,"2 + 1","tégla","gaz",2,"újszerű","0","Budapest",2,1,"Budapest"
"3857","Budapest XII ker",49900,85,"2 + 1","tégla","gaz",2,"felújítandó","0","Budapest",2,1,"Budapest"
"3858","Dunakeszi",29900,66,"2 + 1","tégla","gaz",2,"közepes állapotú","1","Pest",2,1,"Pest"
"3859","Budapest VII ker",59900,103,"2 + 1","tégla","gaz",2,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3860","Budapest XIV ker",50000,72,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3861","Budapest XIV ker",49000,65,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3862","Budapest IV ker",39000,78,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3863","Budapest XIII ker",69990,71,"2 + 1","tégla","kozponti",2,"új építésű","1","Budapest",2,1,"Budapest"
"3864","Budapest V ker",106000,91,"2 + 1","tégla","gaz",2,"felújítandó","1","Budapest",2,1,"Budapest"
"3865","Budapest X ker",29900,60,"2 + 1","panel","tavfutes",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3866","Budapest XIV ker",54900,95,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3867","Dunakeszi",37500,47,"2 + 1","tégla","gaz",2,"újszerű","0","Pest",2,1,"Pest"
"3868","Budapest XIII ker",41990,64,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3869","Szombathely",21900,93,"2 + 1","tégla","gaz",2,"közepes állapotú","0","Vas",2,1,"Nyugat_Dunantul"
"3870","Budapest XIV ker",50000,72,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3871","Budapest XIII ker",65000,65,"2 + 1","tégla","kozponti",2,"új építésű","1","Budapest",2,1,"Budapest"
"3872","Budapest XIII ker",43000,69,"2 + 1","tégla","kozponti",2,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3873","Budapest XIII ker",33900,58,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3874","Budapest IX ker",54900,81,"2 + 1","tégla","gaz",2,"felújítandó","0","Budapest",2,1,"Budapest"
"3875","Budapest XIV ker",49900,62,"2 + 1","tégla","kozponti",2,"újszerű","1","Budapest",2,1,"Budapest"
"3876","Budapest XIV ker",49900,62,"2 + 1","tégla","kozponti",2,"újszerű","1","Budapest",2,1,"Budapest"
"3877","Budapest X ker",29900,60,"2 + 1","panel","tavfutes",2,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3878","Budapest VIII ker",61900,57,"2 + 1","tégla","villany",2,"újszerű","1","Budapest",2,1,"Budapest"
"3879","Budapest VIII ker",61900,57,"2 + 1","tégla","villany",2,"újszerű","1","Budapest",2,1,"Budapest"
"3880","Budapest XIV ker",49000,65,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3881","Budapest VI ker",51000,63,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3882","Budapest IX ker",58900,83,"2 + 1","tégla","kozponti",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3883","Budapest IX ker",58900,83,"2 + 1","tégla","kozponti",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3884","Budapest IX ker",58900,83,"2 + 1","tégla","kozponti",2,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3885","Budapest XIV ker",48000,77,"2 + 1","tégla","gaz",2,"felújított","0","Budapest",2,1,"Budapest"
"3886","Budapest XVIII ker",44942,70,"2 + 1","tégla","villany",2,"új építésű","0","Budapest",2,1,"Budapest"
"3887","Sopron",36500,65,"2 + 1","tégla","gaz",2,"felújított","0","Gyor-Moson-Sopron",2,1,"Nyugat_Dunantul"
"3888","Budapest IV ker",61900,67,"2 + 1","tégla","gaz",2,"újszerű","1","Budapest",2,1,"Budapest"
"3889","Budapest IV ker",61900,67,"2 + 1","tégla","gaz",2,"újszerű","1","Budapest",2,1,"Budapest"
"3890","Budapest VIII ker",35000,55,"2 + 1","tégla","gaz",2,"felújítandó","0","Budapest",2,1,"Budapest"
"3891","Budapest XV ker",38000,70,"2 + 1","panel","tavfutes",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3892","Szeged",25900,72,"2 + 1","panel","tavfutes",2,"jó állapotú","0","Csongrád",2,1,"Del_Alfold"
"3893","Szeged",29900,89,"2 + 1","tégla","gaz",2,"újszerű","0","Csongrád",2,1,"Del_Alfold"
"3894","Budapest VIII ker",59900,65,"2 + 1","tégla","kozponti",2,"felújított","1","Budapest",2,1,"Budapest"
"3895","Budapest VIII ker",59900,65,"2 + 1","tégla","kozponti",2,"felújított","1","Budapest",2,1,"Budapest"
"3896","Miskolc",21730,61,"2 + 1","tégla","kozponti",2,"új építésű","1","Borsod-Abaúj-Zemplén",2,1,"Eszak_Magyarorszag"
"3897","Miskolc",22242.5,62,"2 + 1","tégla","kozponti",2,"új építésű","1","Borsod-Abaúj-Zemplén",2,1,"Eszak_Magyarorszag"
"3898","Budapest XVI ker",60200,71,"2 + 1","tégla","kozponti",2,"építés alatt","1","Budapest",2,1,"Budapest"
"3899","Budapest VII ker",62900,85,"2 + 1","tégla","gaz",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3900","Budapest XIII ker",69900,87,"2 + 1","tégla","tavfutes",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3901","Budapest XVI ker",60200,71,"2 + 1","tégla","kozponti",2,"új építésű","1","Budapest",2,1,"Budapest"
"3902","Budapest XIII ker",75000,86,"2 + 1","tégla","gaz",2,"újszerű","0","Budapest",2,1,"Budapest"
"3903","Budapest X ker",27900,60,"2 + 1","panel","tavfutes",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3904","Budapest X ker",27900,60,"2 + 1","panel","tavfutes",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3905","Budapest VII ker",54900,73,"2 + 1","tégla","gaz",2,"felújított","0","Budapest",2,1,"Budapest"
"3906","Budapest XII ker",65600,56,"2 + 1","tégla","gaz",2,"felújított","0","Budapest",2,1,"Budapest"
"3907","Szolnok",17500,56,"2 + 1","tégla","gaz",2,"felújított","0","Jász-Budapestgykun-Szolnok",2,1,"Eszak_Alfold"
"3908","Miskolc",18390,70,"2 + 1","tégla","gaz",2,"jó állapotú","0","Borsod-Abaúj-Zemplén",2,1,"Eszak_Magyarorszag"
"3909","Budapest VII ker",63700,85,"2 + 1","tégla","gaz",2,"felújított","1","Budapest",2,1,"Budapest"
"3910","Budapest VII ker",63700,85,"2 + 1","tégla","gaz",2,"felújított","1","Budapest",2,1,"Budapest"
"3911","Budapest XIII ker",69900,87,"2 + 1","tégla","tavfutes",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3912","Budapest VII ker",58000,71,"2 + 1","tégla","gaz",2,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3913","Budapest VII ker",53900,84,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3914","Budapest XIII ker",75000,86,"2 + 1","tégla","gaz",2,"újszerű","0","Budapest",2,1,"Budapest"
"3915","Budapest XIV ker",47999,79,"2 + 1","tégla","gaz",2,"újszerű","0","Budapest",2,1,"Budapest"
"3916","Budapest IV ker",29900,54,"2 + 1","panel","tavfutes",2,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3917","Budapest XIII ker",52594.5,66,"2 + 1","tégla","gaz",2,"új építésű","1","Budapest",2,1,"Budapest"
"3918","Budapest VI ker",106500,84,"2 + 1","tégla","gaz",2,"felújított","1","Budapest",2,1,"Budapest"
"3919","Szombathely",18300,55,"2 + 1","panel","tavfutes",2,"jó állapotú","1","Vas",2,1,"Nyugat_Dunantul"
"3920","Esztergom",26790,72,"2 + 1","panel","tavfutes",2,"jó állapotú","0","Komárom-Esztergom",2,1,"Kozep_Dunantul"
"3921","Budapest XVII ker",32800,66,"2 + 1","panel","kozponti",2,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3922","Budapest V ker",106000,91,"2 + 1","tégla","gaz",2,"felújítandó","1","Budapest",2,1,"Budapest"
"3923","Budapest IV ker",29900,54,"2 + 1","panel","tavfutes",2,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3924","Budapest II ker",139000,91,"2 + 1","tégla","gaz",2,"jó állapotú","0","Budapest",2,1,"Budapest"
"3925","Budapest XIII ker",59000,67,"2 + 1","tégla","kozponti",2,"jó állapotú","1","Budapest",2,1,"Budapest"
"3926","Budapest XIII ker",52594.5,66,"2 + 1","tégla","gaz",2,"új építésű","1","Budapest",2,1,"Budapest"
"3927","Budapest V ker",106000,91,"2 + 1","tégla","gaz",2,"felújítandó","1","Budapest",2,1,"Budapest"
"3928","Budapest VI ker",106500,84,"2 + 1","tégla","gaz",2,"felújított","1","Budapest",2,1,"Budapest"
"3929","Miskolc",37500,83,"2 + 1","tégla","egyeb",2,"új építésű","1","Borsod-Abaúj-Zemplén",2,1,"Eszak_Magyarorszag"
"3930","Miskolc",37500,83,"2 + 1","tégla","egyeb",2,"új építésű","1","Borsod-Abaúj-Zemplén",2,1,"Eszak_Magyarorszag"
"3931","Miskolc",37500,76,"2 + 1","tégla","egyeb",2,"új építésű","1","Borsod-Abaúj-Zemplén",2,1,"Eszak_Magyarorszag"
"3932","Szeged",42457.5,68,"2 + 1","tégla","egyeb",2,"építés alatt","1","Csongrád",2,1,"Del_Alfold"
"3933","Szeged",54639.7,88,"2 + 1","tégla","egyeb",2,"építés alatt","1","Csongrád",2,1,"Del_Alfold"
"3934","Budapest XIII ker",51700,64,"2 + 1","tégla","kozponti",1,"új építésű","1","Budapest",2,1,"Budapest"
"3935","Budapest VIII ker",49990,61,"2 + 1","tégla","gaz",1,"újszerű","0","Budapest",2,1,"Budapest"
"3936","Budapest XIII ker",57400,71,"2 + 1","tégla","kozponti",1,"új építésű","1","Budapest",2,1,"Budapest"
"3937","Budapest XIII ker",51700,63,"2 + 1","tégla","kozponti",1,"új építésű","1","Budapest",2,1,"Budapest"
"3938","Budapest I ker",98000,94,"2 + 1","egyéb","gaz",1,"felújított","0","Budapest",2,1,"Budapest"
"3939","Budapest XII ker",55500,55,"2 + 1","tégla","gaz",1,"újszerű","0","Budapest",2,1,"Budapest"
"3940","Budapest VIII ker",49990,61,"2 + 1","tégla","gaz",1,"újszerű","0","Budapest",2,1,"Budapest"
"3941","Budapest XIII ker",74900,92,"2 + 1","tégla","kozponti",1,"új építésű","1","Budapest",2,1,"Budapest"
"3942","Budapest VI ker",76500,113,"2 + 1","tégla","gaz",1,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3943","Balatonszemes",41890,50,"2 + 1","tégla","kozponti",1,"újszerű","1","Somogy",2,1,"Del_Dunantul"
"3944","Balatonszemes",41985,50,"2 + 1","tégla","kozponti",1,"újszerű","1","Somogy",2,1,"Del_Dunantul"
"3945","Budapest VIII ker",35000,73,"2 + 1","tégla","gaz",1,"jó állapotú","0","Budapest",2,1,"Budapest"
"3946","Budapest V ker",59900,73,"2 + 1","tégla","gaz",1,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3947","Budapest IX ker",99900,87,"2 + 1","tégla","kozponti",1,"újszerű","1","Budapest",2,1,"Budapest"
"3948","Budapest V ker",59900,73,"2 + 1","tégla","gaz",1,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3949","Budapest VII ker",89900,73,"2 + 1","tégla","gaz",1,"újszerű","1","Budapest",2,1,"Budapest"
"3950","Budapest XIV ker",30990,55,"2 + 1","tégla","kozponti",1,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3951","Veszprém",34950,70,"2 + 1","tégla","gaz",1,"felújított","0","Veszprém",2,1,"Kozep_Dunantul"
"3952","Budapest XIII ker",63200,65,"2 + 1","tégla","kozponti",1,"új építésű","1","Budapest",2,1,"Budapest"
"3953","Budapest XIV ker",44900,56,"2 + 1","tégla","tavfutes",1,"újszerű","0","Budapest",2,1,"Budapest"
"3954","Budapest VII ker",69900,84,"2 + 1","tégla","gaz",1,"felújított","1","Budapest",2,1,"Budapest"
"3955","Budapest V ker",92000,101,"2 + 1","tégla","gaz",1,"jó állapotú","0","Budapest",2,1,"Budapest"
"3956","Budapest V ker",59900,73,"2 + 1","tégla","gaz",1,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3957","Budapest V ker",99000,77,"2 + 1","tégla","gaz",1,"újszerű","0","Budapest",2,1,"Budapest"
"3958","Budapest IX ker",51650,65,"2 + 1","tégla","kozponti",1,"újszerű","1","Budapest",2,1,"Budapest"
"3959","Budapest IX ker",51650,65,"2 + 1","tégla","kozponti",1,"újszerű","1","Budapest",2,1,"Budapest"
"3960","Budapest XVIII ker",36500,70,"2 + 1","tégla","kozponti",1,"jó állapotú","0","Budapest",2,1,"Budapest"
"3961","Budapest VIII ker",46500,97,"2 + 1","tégla","kozponti",1,"jó állapotú","1","Budapest",2,1,"Budapest"
"3962","Budapest VI ker",62480,71,"2 + 1","tégla","gaz",1,"újszerű","1","Budapest",2,1,"Budapest"
"3963","Budapest II ker",65000,70,"2 + 1","tégla","gaz",1,"felújítandó","1","Budapest",2,1,"Budapest"
"3964","Budapest XIV ker",30990,55,"2 + 1","tégla","kozponti",1,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3965","Budapest II ker",68000,64,"2 + 1","tégla","gaz",1,"újszerű","0","Budapest",2,1,"Budapest"
"3966","Budapest XII ker",59500,84,"2 + 1","tégla","gaz",1,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3967","Budapest XIV ker",52000,73,"2 + 1","tégla","gaz",1,"újszerű","0","Budapest",2,1,"Budapest"
"3968","Budapest VI ker",62480,71,"2 + 1","tégla","gaz",1,"újszerű","1","Budapest",2,1,"Budapest"
"3969","Veszprém",32900,64,"2 + 1","tégla","gaz",1,"felújított","0","Veszprém",2,1,"Kozep_Dunantul"
"3970","Budapest XIV ker",54990,64,"2 + 1","tégla","gaz",1,"újszerű","0","Budapest",2,1,"Budapest"
"3971","Budapest XIV ker",52000,73,"2 + 1","tégla","gaz",1,"újszerű","0","Budapest",2,1,"Budapest"
"3972","Budapest II ker",62900,60,"2 + 1","tégla","gaz",1,"felújított","1","Budapest",2,1,"Budapest"
"3973","Budapest IX ker",99900,87,"2 + 1","tégla","gaz",1,"újszerű","1","Budapest",2,1,"Budapest"
"3974","Budapest II ker",68000,65,"2 + 1","tégla","gaz",1,"jó állapotú","0","Budapest",2,1,"Budapest"
"3975","Budapest II ker",65000,70,"2 + 1","tégla","gaz",1,"felújítandó","0","Budapest",2,1,"Budapest"
"3976","Budapest XII ker",67950,81,"2 + 1","tégla","gaz",1,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3977","Szolnok",14890,55,"2 + 1","tégla","gaz",1,"közepes állapotú","0","Jász-Budapestgykun-Szolnok",2,1,"Eszak_Alfold"
"3978","Budapest XIV ker",33900,62,"2 + 1","tégla","gaz",1,"felújítandó","0","Budapest",2,1,"Budapest"
"3979","Budapest XIV ker",60000,77,"2 + 1","tégla","gaz",1,"újszerű","0","Budapest",2,1,"Budapest"
"3980","Budapest XV ker",43490,60,"2 + 1","tégla","gaz",1,"felújított","0","Budapest",2,1,"Budapest"
"3981","Budapest II ker",95000,94,"2 + 1","tégla","kozponti",1,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3982","Budapest XIII ker",55000,74,"2 + 1","tégla","kozponti",1,"újszerű","1","Budapest",2,1,"Budapest"
"3983","Budapest XIII ker",55000,74,"2 + 1","tégla","kozponti",1,"újszerű","1","Budapest",2,1,"Budapest"
"3984","Dunakeszi",39500,65,"2 + 1","tégla","gaz",1,"felújított","0","Pest",2,1,"Pest"
"3985","Budapest VI ker",97700,91,"2 + 1","tégla","gaz",1,"felújítandó","1","Budapest",2,1,"Budapest"
"3986","Budapest VI ker",97700,91,"2 + 1","tégla","gaz",1,"felújítandó","1","Budapest",2,1,"Budapest"
"3987","Budapest V ker",58000,55,"2 + 1","tégla","gaz",1,"közepes állapotú","0","Budapest",2,1,"Budapest"
"3988","Budapest XVIII ker",45218,70,"2 + 1","tégla","villany",1,"új építésű","0","Budapest",2,1,"Budapest"
"3989","Budapest IV ker",35500,68,"2 + 1","panel","tavfutes",1,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3990","Budapest IV ker",35500,68,"2 + 1","panel","tavfutes",1,"közepes állapotú","1","Budapest",2,1,"Budapest"
"3991","Budapest XVIII ker",39900,76,"2 + 1","egyéb","kozponti",1,"jó állapotú","0","Budapest",2,1,"Budapest"
"3992","Budapest IV ker",36600,65,"2 + 1","panel","tavfutes",1,"újszerű","1","Budapest",2,1,"Budapest"
"3993","Budapest XVIII ker",39900,76,"2 + 1","egyéb","kozponti",1,"jó állapotú","0","Budapest",2,1,"Budapest"
"3994","Sopron",25490,55,"2 + 1","panel","tavfutes",1,"felújított","0","Gyor-Moson-Sopron",2,1,"Nyugat_Dunantul"
"3995","Budapest VII ker",69990,73,"2 + 1","tégla","gaz",1,"jó állapotú","0","Budapest",2,1,"Budapest"
"3996","Veszprém",31900,74,"2 + 1","tégla","egyeb",1,"közepes állapotú","0","Veszprém",2,1,"Kozep_Dunantul"
"3997","Budapest XIV ker",54500,77,"2 + 1","tégla","kozponti",1,"építés alatt","1","Budapest",2,1,"Budapest"
"3998","Budapest VIII ker",46750,61,"2 + 1","tégla","kozponti",1,"építés alatt","1","Budapest",2,1,"Budapest"
"3999","Budapest XIV ker",54500,77,"2 + 1","tégla","kozponti",1,"új építésű","1","Budapest",2,1,"Budapest"
"4000","Budapest VIII ker",46750,61,"2 + 1","tégla","kozponti",1,"új építésű","1","Budapest",2,1,"Budapest"
"4001","Budapest XIII ker",70900,67,"2 + 1","tégla","gaz",1,"felújított","1","Budapest",2,1,"Budapest"
