Település;ár_EFt;terulet;Szobák;Építéstípusa;Futés;Emelet;Ing. állapota;Lift;Megye;egészszoba;félszobákszáma
Pápa;15990;54;2 + 1;tégla;gáz (cirko);1;NA;nincs;Veszprém;2;1
Szigetszentmiklós;39500;101;2 + 1;tégla;gáz (cirko);1;NA;nincs;Pest;2;1
Oroszlány;14800;47;2 + 1;NA;egyéb;1;jó állapotú;NA;Komárom-Esztergom;2;1
Pécs;28900;57;2 + 1;tégla;gáz (cirko);1;felújított;nem;Baranya;2;1
Budapest VIII ker;57500;79;2 + 1;tégla;gáz (cirko);1;NA;nincs;Budapest;2;1
Budapest III ker;52500;75;2 + 1;tégla;gáz (cirko);1;jó állapotú;NA;Budapest;2;1
Budapest XIII ker;64000;75;2 + 1;tégla;központi;1;újszerű;igen;Budapest;2;1
Budapest VII ker;71800;83;2 + 1;tégla;gáz (cirko);1;jó állapotú;nem;Budapest;2;1
Komárom;17500;64;2 + 1;NA;központi;1;jó állapotú;NA;Komárom-Esztergom;2;1
Budapest VI ker;74700;83;2 + 1;tégla;központi;1;felújítandó;igen;Budapest;2;1
Pécs;18900;59;2 + 1;tégla;távfűtés;1;NA;nincs;Baranya;2;1
Budapest VII ker;58000;57;2 + 1;tégla;villany;1;NA;van;Budapest;2;1
Budapest XIV ker;44900;58;2 + 1;tégla;központi;1;felújított;nem;Budapest;2;1
Budapest XIV ker;44900;58;2 + 1;tégla;központi;1;felújított;NA;Budapest;2;1
Budapest V ker;103900;69;2 + 1;tégla;központi;1;NA;nincs;Budapest;2;1
Budapest V ker;129000;85;2 + 1;tégla;villany;1;NA;van;Budapest;2;1
Budapest XI ker;69900;57;2 + 1;tégla;egyéb;1;új építésű;nem;Budapest;2;1
Budapest XI ker;75000;57;2 + 1;tégla;egyéb;1;új építésű;nem;Budapest;2;1
Budapest XX ker;49245;66;2 + 1;tégla;központi;1;új építésű;igen;Budapest;2;1
Budapest XX ker;53700;72;2 + 1;tégla;központi;1;új építésű;igen;Budapest;2;1
Budapest XX ker;49245;66;2 + 1;tégla;központi;1;új építésű;igen;Budapest;2;1
Budapest XX ker;53700;72;2 + 1;tégla;központi;1;új építésű;igen;Budapest;2;1
Budapest XI ker;63900;70;2 + 1;tégla;központi;1;újszerű;igen;Budapest;2;1
Budapest XII ker;64890;67;2 + 1;tégla;gáz (cirko);1;jó állapotú;nem;Budapest;2;1
Budapest XIII ker;64000;75;2 + 1;tégla;központi;1;újszerű;igen;Budapest;2;1
Balatonfüred;35900;55;2 + 1;tégla;gáz (cirko);1;felújított;nem;Veszprém;2;1
Budapest XI ker;74900;70;2 + 1;tégla;gáz (cirko);1;újszerű;nem;Budapest;2;1
Szolnok;23700;75;2 + 1;egyéb;gáz (cirko);1;NA;nincs;Jász-Budapestgykun-Szolnok;2;1
Szolnok;23700;75;2 + 1;tégla;gáz (cirko);1;felújított;NA;Jász-Budapestgykun-Szolnok;2;1
Budapest VI ker;110000;100;2 + 1;tégla;villany;1;felújított;igen;Budapest;2;1
Budapest VI ker;110000;100;2 + 1;tégla;villany;1;felújított;igen;Budapest;2;1
Szolnok;23700;75;2 + 1;egyéb;gáz (cirko);1;jó állapotú;NA;Jász-Budapestgykun-Szolnok;2;1
Szolnok;23700;75;2 + 1;NA;gáz (cirko);1;jó állapotú;nem;Jász-Budapestgykun-Szolnok;2;1
Budapest VIII ker;54800;73;2 + 1;tégla;gáz (cirko);1;felújítandó;igen;Budapest;2;1
Budapest VI ker;74900;52;2 + 1;tégla;gáz (cirko);1;felújított;igen;Budapest;2;1
Budapest VII ker;69900;74;2 + 1;tégla;gáz;1;NA;nincs;Budapest;2;1
Budapest XX ker;49200;70;2 + 1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;2;1
Budapest XIII ker;52594.5;66;2 + 1;tégla;gáz (cirko);1;új építésű;igen;Budapest;2;1
Budapest XVII ker;34900;59;2 + 1;tégla;villany;1;jó állapotú;NA;Budapest;2;1
Budapest VIII ker;54800;73;2 + 1;tégla;gáz (cirko);1;felújítandó;igen;Budapest;2;1
Budapest XIV ker;55000;98;2 + 1;tégla;gáz (konvektor);1;NA;nincs;Budapest;2;1
Budapest V ker;95000;91;2 + 1;tégla;gáz (cirko);1;felújított;nem;Budapest;2;1
Budapest V ker;119000;82;2 + 1;tégla;gáz (cirko);1;felújított;nem;Budapest;2;1
Budapest VIII ker;54800;73;2 + 1;tégla;gáz (cirko);1;felújítandó;igen;Budapest;2;1
Budapest V ker;68900;86;2 + 1;tégla;gáz (konvektor);1;felújítandó;igen;Budapest;2;1
Nagykanizsa;17900;79;2 + 1;tégla;gáz (konvektor);1;NA;nincs;Zala;2;1
Tatabánya;26393.9;58;2 + 1;NA;központi;1;jó állapotú;NA;Komárom-Esztergom;2;1
Budaörs;44000;58;2 + 1;tégla;gáz (cirko);1;felújított;nem;Pest;2;1
Budapest VII ker;74900;76;2 + 1;tégla;gáz (cirko);1;felújított;nem;Budapest;2;1
Budapest IX ker;44900;76;2 + 1;tégla;gáz (cirko);1;felújítandó;igen;Budapest;2;1
Pécs;31000;66;2 + 1;tégla;központi;1;építés alatt;nem;Baranya;2;1
Budapest VII ker;59400;100;2 + 1;tégla;gáz;1;jó állapotú;igen;Budapest;2;1
Budapest XIII ker;52594.5;66;2 + 1;tégla;gáz (cirko);1;új építésű;igen;Budapest;2;1
Budapest XVII ker;34900;59;2 + 1;tégla;villany;1;jó állapotú;nem;Budapest;2;1
Budapest V ker;92000;101;2 + 1;tégla;gáz (cirko);1;jó állapotú;nem;Budapest;2;1
Budapest VIII ker;49990;61;2 + 1;tégla;gáz (konvektor);1;újszerű;nem;Budapest;2;1
Székesfehérvár;49500;71;2 + 1;tégla;egyéb;1;új építésű;igen;Fejér;2;1
Budapest V ker;99000;77;2 + 1;tégla;gáz (cirko);1;újszerű;nem;Budapest;2;1
Budapest XIII ker;57400;67;2 + 1;tégla;központi;1;új építésű;igen;Budapest;2;1
Budapest X ker;47052.5;72;2 + 1;tégla;központi;1;új építésű;nem;Budapest;2;1
Miskolc;37500;83;2 + 1;tégla;egyéb;1;új építésű;igen;Borsod-Abaúj-Zemplén;2;1
Miskolc;37500;83;2 + 1;tégla;egyéb;1;új építésű;igen;Borsod-Abaúj-Zemplén;2;1
Miskolc;37500;83;2 + 1;tégla;egyéb;1;új építésű;igen;Borsod-Abaúj-Zemplén;2;1
Szeged;48285;80;2 + 1;tégla;egyéb;1;építés alatt;igen;Csongrád;2;1
Szeged;48784.5;82;2 + 1;tégla;egyéb;1;építés alatt;igen;Csongrád;2;1
Budapest VII ker;89900;73;2 + 1;tégla;gáz (cirko);1;újszerű;igen;Budapest;2;1
Szeged;41403;70;2 + 1;tégla;egyéb;1;építés alatt;igen;Csongrád;2;1
Szeged;45704.2;75;2 + 1;tégla;egyéb;1;építés alatt;igen;Csongrád;2;1
Budapest XXII ker;61500;85;2 + 1;egyéb;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest I ker;63800;72;2 + 1;egyéb;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest VIII ker;49900;71;2 + 1;tégla;villany;0;újszerű;igen;Budapest;2;1
Budapest VII ker;62000;82;2 + 1;tégla;gáz (cirko);0;közepes állapotú;NA;Budapest;2;1
Budapest VII ker;62000;82;2 + 1;tégla;gáz (cirko);0;közepes állapotú;nem;Budapest;2;1
Sopron;34500;57;2 + 1;tégla;villany;0;felújított;NA;Gyor-Moson-Sopron;2;1
Budapest VII ker;69900;88;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest XXII ker;30500;64;2 + 1;egyéb;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest XI ker;49900;50;2 + 1;tégla;gáz (konvektor);0;jó állapotú;NA;Budapest;2;1
Budapest XI ker;49900;50;2 + 1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;2;1
Budapest XX ker;26000;66;2 + 1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;2;1
Budapest VII ker;69900;88;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest VIII ker;37200;75;2 + 1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;2;1
Budapest VII ker;69900;88;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest VII ker;34900;51;2 + 1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;2;1
Budaörs;57000;67;2 + 1;tégla;központi;0;jó állapotú;NA;Pest;2;1
Budaörs;57000;67;2 + 1;tégla;központi;0;jó állapotú;NA;Pest;2;1
Budapest VII ker;73900;90;2 + 1;tégla;gáz (cirko);0;jó állapotú;igen;Budapest;2;1
Budapest XIV ker;49900;100;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest XII ker;74990;78;2 + 1;tégla;gáz (cirko);0;felújított;NA;Budapest;2;1
Dunakeszi;49500;62;2 + 1;tégla;gáz (cirko);0;újszerű;NA;Pest;2;1
Budapest XIII ker;34900;59;2 + 1;tégla;gáz (cirko);0;felújítandó;igen;Budapest;2;1
Budapest III ker;116500;85;2 + 1;tégla;gáz (cirko);0;újszerű;NA;Budapest;2;1
Kecskemét;41900;71;2 + 1;panel;gáz (cirko);0;újszerű;NA;Bács-Kiskun;2;1
Budapest III ker;39000;68;2 + 1;NA;távfűtés;0;NA;NA;Budapest;2;1
Budapest VII ker;58900;89;2 + 1;tégla;gáz (cirko);0;jó állapotú;igen;Budapest;2;1
Budapest II ker;59500;70;2 + 1;NA;központi;0;NA;NA;Budapest;2;1
Budapest XVIII ker;30500;67;2 + 1;NA;központi;0;jó állapotú;NA;Budapest;2;1
Budapest VI ker;53900;75;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest XIV ker;59900;94;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Albertirsa;27922.5;62;2 + 1;tégla;központi;0;új építésű;nem;Pest;2;1
Molnaszecsod;1100;43;2 + 1;tégla;egyéb;0;felújítandó;nem;Vas;2;1
Budapest VII ker;34900;51;2 + 1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;2;1
Budapest II ker;65000;69;2 + 1;tégla;központi;0;jó állapotú;igen;Budapest;2;1
Budapest III ker;57990;70;2 + 1;tégla;gáz (cirko);0;újszerű;nem;Budapest;2;1
Dunakeszi;30900;71;2 + 1;panel;távfűtés;0;jó állapotú;igen;Pest;2;1
Budapest VII ker;85000;72;2 + 1;tégla;gáz (cirko);0;felújított;NA;Budapest;2;1
Budapest VII ker;85000;72;2 + 1;tégla;gáz (cirko);0;felújított;nem;Budapest;2;1
Budapest I ker;59000;94;2 + 1;tégla;gáz (cirko);0;felújított;igen;Budapest;2;1
Budapest XV ker;39800;58;2 + 1;tégla;gáz (cirko);0;felújított;nem;Budapest;2;1
Szeged;58500;78;2 + 1;tégla;gáz (cirko);0;felújított;nem;Csongrád;2;1
Budapest XIV ker;46700;55;2 + 1;tégla;gáz (cirko);0;jó állapotú;igen;Budapest;2;1
Budapest XV ker;39800;58;2 + 1;tégla;gáz (cirko);0;felújított;NA;Budapest;2;1
Budapest XIV ker;46700;55;2 + 1;tégla;gáz (cirko);0;jó állapotú;igen;Budapest;2;1
Kecskemét;22900;57;2 + 1;tégla;gáz (cirko);0;felújított;nem;Bács-Kiskun;2;1
Tata;22990;64;2 + 1;NA;gáz (cirko);0;jó állapotú;NA;Komárom-Esztergom;2;1
Budapest I ker;59000;94;2 + 1;tégla;gáz (cirko);0;jó állapotú;igen;Budapest;2;1
Budapest VIII ker;47500;67;2 + 1;tégla;gáz (konvektor);0;felújítandó;igen;Budapest;2;1
Budaörs;47900;71;2 + 1;panel;távfűtés;0;jó állapotú;nem;Pest;2;1
Budaörs;47900;71;2 + 1;panel;távfűtés;0;jó állapotú;NA;Pest;2;1
Budapest VI ker;47500;49;2 + 1;tégla;gáz (cirko);0;újszerű;nem;Budapest;2;1
Budapest V ker;69900;55;2 + 1;tégla;gáz (cirko);0;jó állapotú;igen;Budapest;2;1
Budapest II ker;67000;70;2 + 1;egyéb;központi;0;felújított;igen;Budapest;2;1
Budapest II ker;67000;70;2 + 1;NA;központi;0;felújított;igen;Budapest;2;1
Budapest XIX ker;29900;68;2 + 1;panel;központi;0;felújítandó;nem;Budapest;2;1
Budapest VI ker;37900;43;2 + 1;NA;villany;0;NA;NA;Budapest;2;1
Budapest XIV ker;80900;77;2 + 1;egyéb;gáz (cirko);0;felújított;nem;Budapest;2;1
Budapest VI ker;41900;47;2 + 1;tégla;gáz (cirko);0;felújított;nem;Budapest;2;1
Veszprém;29900;61;2 + 1;tégla;gáz (cirko);0;közepes állapotú;nem;Veszprém;2;1
Budapest XVIII ker;29900;67;2 + 1;egyéb;központi;0;jó állapotú;nem;Budapest;2;1
Székesfehérvár;31700;62;2 + 1;NA;központi;0;NA;NA;Fejér;2;1
Budapest XIV ker;34900;68;2 + 1;NA;távfűtés;0;NA;NA;Budapest;2;1
Budapest VI ker;59500;73;2 + 1;NA;gáz (konvektor);0;NA;NA;Budapest;2;1
Szolnok;18900;70;2 + 1;tégla;gáz (konvektor);0;közepes állapotú;NA;Jász-Budapestgykun-Szolnok;2;1
Szolnok;18900;70;2 + 1;tégla;gáz (konvektor);0;közepes állapotú;nem;Jász-Budapestgykun-Szolnok;2;1
Szolnok;18900;70;2 + 1;tégla;gáz (konvektor);0;közepes állapotú;NA;Jász-Budapestgykun-Szolnok;2;1
Pécs;21900;50;2 + 1;tégla;gáz (cirko);0;új építésű;NA;Baranya;2;1
Budapest XIV ker;81900;138;2 + 1;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;2;1
Budapest IX ker;51900;52;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Vác;44900;143;2 + 1;tégla;egyéb;0;jó állapotú;nem;Pest;2;1
Sopron;31900;78;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Gyor-Moson-Sopron;2;1
Veszprém;22890;48;2 + 1;tégla;gáz (konvektor);0;közepes állapotú;nem;Veszprém;2;1
Gyömro;35600;75;2 + 1;tégla;villany;0;új építésű;nem;Pest;2;1
Gyömro;35600;75;2 + 1;tégla;villany;0;új építésű;nem;Pest;2;1
Gyömro;36600;75;2 + 1;tégla;villany;0;új építésű;nem;Pest;2;1
Budapest XIX ker;55000;95;2 + 1;tégla;gáz;0;jó állapotú;nem;Budapest;2;1
Gyömro;35600;75;2 + 1;tégla;villany;0;új építésű;nem;Pest;2;1
Gyömro;35600;75;2 + 1;tégla;villany;0;új építésű;nem;Pest;2;1
Gyömro;36600;75;2 + 1;tégla;villany;0;új építésű;nem;Pest;2;1
Gyömro;36600;75;2 + 1;tégla;villany;0;új építésű;nem;Pest;2;1
Gyömro;35600;75;2 + 1;tégla;villany;0;új építésű;nem;Pest;2;1
Miskolc;20807.5;61;2 + 1;tégla;központi;0;új építésű;igen;Borsod-Abaúj-Zemplén;2;1
Miskolc;21217.5;62;2 + 1;tégla;központi;0;új építésű;igen;Borsod-Abaúj-Zemplén;2;1
Szigetszentmiklós;31490;61;2 + 1;panel;távfűtés;0;felújított;NA;Pest;2;1
Szigetszentmiklós;31490;61;2 + 1;panel;távfűtés;0;felújított;nem;Pest;2;1
Miskolc;24395;72;2 + 1;tégla;központi;0;új építésű;igen;Borsod-Abaúj-Zemplén;2;1
Budapest VIII ker;36900;27;2 + 1;tégla;gáz (cirko);0;újszerű;nem;Budapest;2;1
Vác;37900;78;2 + 1;tégla;villany;0;felújított;nem;Pest;2;1
Budapest VIII ker;49900;71;2 + 1;tégla;villany;0;újszerű;igen;Budapest;2;1
Budapest XI ker;54900;64;2 + 1;tégla;gáz (cirko);0;közepes állapotú;nem;Budapest;2;1
Budapest VI ker;43900;60;2 + 1;tégla;gáz (cirko);0;újszerű;nem;Budapest;2;1
Budapest XX ker;26000;66;2 + 1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;2;1
Budapest III ker;86000;113;2 + 1;tégla;gáz (cirko);0;új építésű;nem;Budapest;2;1
Budapest III ker;84000;98;2 + 1;tégla;gáz (cirko);0;új építésű;nem;Budapest;2;1
Budapest VIII ker;49900;70;2 + 1;tégla;villany;0;közepes állapotú;nem;Budapest;2;1
Budapest XII ker;87400;84;2 + 1;tégla;gáz;0;jó állapotú;nem;Budapest;2;1
Salgótarján;13800;60;2 + 1;panel;távfűtés;0;újszerű;nem;Nógrád;2;1
Budapest XX ker;44000;58;2 + 1;tégla;központi;0;jó állapotú;igen;Budapest;2;1
Kecskemét;30000;62;2 + 1;panel;központi;0;felújított;nem;Bács-Kiskun;2;1
Budapest VII ker;46500;73;2 + 1;tégla;gáz (cirko);0;felújítandó;NA;Budapest;2;1
Budapest VIII ker;33900;65;2 + 1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;2;1
Budapest VIII ker;33900;65;2 + 1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;2;1
Tatabánya;29167.9;53;2 + 1;NA;központi;0;jó állapotú;NA;Komárom-Esztergom;2;1
Budapest VI ker;60000;68;2 + 1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;2;1
Veszprém;29600;74;2 + 1;tégla;egyéb;0;jó állapotú;nem;Veszprém;2;1
Budapest VII ker;49900;57;2 + 1;tégla;gáz (konvektor);0;közepes állapotú;igen;Budapest;2;1
Budapest VII ker;49900;57;2 + 1;tégla;gáz (konvektor);0;közepes állapotú;igen;Budapest;2;1
Budapest VII ker;39600;77;2 + 1;tégla;gáz (cirko);0;közepes állapotú;nem;Budapest;2;1
Budapest XIV ker;42800;81;2 + 1;tégla;gáz (cirko);0;felújított;nem;Budapest;2;1
Budapest III ker;48900;69;2 + 1;tégla;gáz (cirko);0;felújított;igen;Budapest;2;1
Budapest III ker;57500;69;2 + 1;tégla;gáz (cirko);0;felújított;igen;Budapest;2;1
Budapest III ker;48900;69;2 + 1;tégla;gáz (cirko);0;felújított;igen;Budapest;2;1
Szigetszentmiklós;27490;60;2 + 1;tégla;gáz (cirko);0;jó állapotú;NA;Pest;2;1
Budapest XIII ker;88000;96;2 + 1;tégla;gáz (konvektor);0;felújítandó;igen;Budapest;2;1
Budapest XIV ker;81900;138;2 + 1;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;2;1
Budapest VI ker;53900;75;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest VIII ker;37200;75;2 + 1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;2;1
Budapest XI ker;79000;83;2 + 1;tégla;egyéb;0;építés alatt;nem;Budapest;2;1
Budapest VII ker;57900;90;2 + 1;tégla;gáz (cirko);0;NA;NA;Budapest;2;1
Szigetszentmiklós;27490;60;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Pest;2;1
Sopron;40780;76;2 + 1;tégla;egyéb;0;építés alatt;nem;Gyor-Moson-Sopron;2;1
Sopron;39800;68;2 + 1;tégla;egyéb;0;építés alatt;nem;Gyor-Moson-Sopron;2;1
Budapest XIV ker;81900;138;2 + 1;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;2;1
Budapest XIV ker;81900;138;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest VI ker;53900;75;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest VII ker;69900;88;2 + 1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;1
Budapest XIII ker;88000;96;2 + 1;tégla;gáz (konvektor);0;felújítandó;igen;Budapest;2;1
Budapest V ker;69900;55;2 + 1;tégla;gáz (cirko);0;jó állapotú;igen;Budapest;2;1
Keszthely;19300;92;2 + 1;tégla;gáz (cirko);0;felújítandó;nem;Zala;2;1
Csopak;72000;100;2 + 1;tégla;villany;0;új építésű;nem;Veszprém;2;1
Csopak;70000;102;2 + 1;tégla;villany;0;új építésű;nem;Veszprém;2;1
Miskolc;37500;77;2 + 1;tégla;egyéb;0;új építésű;igen;Borsod-Abaúj-Zemplén;2;1
Miskolc;37500;75;2 + 1;tégla;egyéb;0;építés alatt;igen;Borsod-Abaúj-Zemplén;2;1
Miskolc;39500;77;2 + 1;tégla;egyéb;0;új építésű;igen;Borsod-Abaúj-Zemplén;2;1
Miskolc;37500;77;2 + 1;tégla;egyéb;0;építés alatt;igen;Borsod-Abaúj-Zemplén;2;1
Miskolc;39500;76;2 + 1;tégla;egyéb;0;új építésű;igen;Borsod-Abaúj-Zemplén;2;1
Budapest I ker;147000;95;2 + 1;tégla;villany;-1;felújított;NA;Budapest;2;1
Budapest I ker;147000;95;2 + 1;tégla;villany;-1;felújított;nem;Budapest;2;1
Budapest XIII ker;27300;53;2 + 1;tégla;villany;-1;felújított;nem;Budapest;2;1
Budapest XIII ker;27300;53;2 + 1;tégla;villany;-1;felújított;NA;Budapest;2;1
Budapest VIII ker;99800;104;2 + 2;tégla;központi;NA;újszerű;NA;Budapest;2;2
Budapest IV ker;34500;84;2 + 2;panel;távfűtés;NA;közepes állapotú;NA;Budapest;2;2
Üröm;69900;97;2 + 2;tégla;gáz (cirko);NA;NA;nincs;Pest;2;2
Üröm;79900;97;2 + 2;tégla;gáz (cirko);NA;NA;nincs;Pest;2;2
Üröm;89900;97;2 + 2;tégla;gáz (cirko);NA;NA;nincs;Pest;2;2
Üröm;69900;97;2 + 2;tégla;gáz (cirko);NA;NA;nincs;Pest;2;2
Budapest XIV ker;62939;81;2 + 2;tégla;gáz (cirko);NA;NA;nincs;Budapest;2;2
Szekszárd;18000;84;2 + 2;tégla;gáz (konvektor);NA;NA;nincs;TolBudapest;2;2
Budapest IV ker;46900;82;2 + 2;panel;távfűtés;NA;felújított;NA;Budapest;2;2
Budapest IV ker;62990;94;2 + 2;tégla;gáz (cirko);NA;jó állapotú;nem;Budapest;2;2
Budapest XVI ker;47900;70;2 + 2;tégla;központi;NA;jó állapotú;NA;Budapest;2;2
Budapest III ker;36900;81;2 + 2;panel;központi;NA;jó állapotú;NA;Budapest;2;2
Budapest X ker;31900;68;2 + 2;panel;távfűtés;NA;jó állapotú;NA;Budapest;2;2
Budapest IV ker;31900;67;2 + 2;panel;távfűtés;NA;felújítandó;NA;Budapest;2;2
Budapest XX ker;59000;72;2 + 2;tégla;központi;NA;újszerű;igen;Budapest;2;2
Szabadegyháza;14790;80;2 + 2;tégla;központi;NA;NA;nincs;Fejér;2;2
Budapest VI ker;63900;68;2 + 2;tégla;központi;NA;felújítandó;NA;Budapest;2;2
Budapest VII ker;48900;83;2 + 2;tégla;NA;NA;NA;nincs;Budapest;2;2
Gyömro;38900;90;2 + 2;tégla;gáz (cirko);NA;újszerű;nem;Pest;2;2
Budapest XI ker;71900;115;2 + 2;tégla;gáz (cirko);NA;jó állapotú;nem;Budapest;2;2
Budapest XI ker;79900;112;2 + 2;tégla;gáz (cirko);NA;közepes állapotú;igen;Budapest;2;2
Budapest XIV ker;39900;86;2 + 2;tégla;gáz (cirko);NA;NA;nincs;Budapest;2;2
Budapest XV ker;33500;68;2 + 2;panel;központi;NA;jó állapotú;NA;Budapest;2;2
Dunaharaszti;48990;98;2 + 2;tégla;gáz (cirko);NA;új építésű;NA;Pest;2;2
Gyor;23900;71;2 + 2;NA;gáz (konvektor);NA;NA;NA;Gyor-Moson-Sopron;2;2
Gyor;32000;71;2 + 2;NA;gáz (cirko);NA;NA;NA;Gyor-Moson-Sopron;2;2
Gyor;32000;71;2 + 2;NA;gáz (cirko);NA;NA;NA;Gyor-Moson-Sopron;2;2
Budapest V ker;75000;69;2 + 2;tégla;gáz (cirko);NA;felújított;nem;Budapest;2;2
Budapest V ker;150000;79;2 + 2;tégla;gáz (cirko);NA;új építésű;igen;Budapest;2;2
Budapest IV ker;33500;68;2 + 2;panel;távfűtés;NA;felújítandó;NA;Budapest;2;2
Budapest XV ker;32500;68;2 + 2;panel;központi;NA;felújítandó;NA;Budapest;2;2
Budapest IV ker;51900;80;2 + 2;panel;távfűtés;NA;jó állapotú;NA;Budapest;2;2
Budapest V ker;84000;67;2 + 2;tégla;gáz (cirko);NA;NA;van;Budapest;2;2
Budapest IV ker;32900;67;2 + 2;panel;távfűtés;NA;jó állapotú;NA;Budapest;2;2
Pécs;36000;62;2 + 2;tégla;gáz (cirko);NA;NA;nincs;Baranya;2;2
Kecskemét;32450;95;2 + 2;tégla;gáz (cirko);NA;NA;nincs;Bács-Kiskun;2;2
Pécs;36000;62;2 + 2;tégla;gáz (cirko);NA;NA;nincs;Baranya;2;2
Budapest XX ker;35000;34;2 + 2;tégla;villany;NA;NA;nincs;Budapest;2;2
Miskolc;16990;74;2 + 2;panel;távfűtés;10;NA;van;Borsod-Abaúj-Zemplén;2;2
Budapest XI ker;119400;89;2 + 2;tégla;távfűtés;9;újszerű;igen;Budapest;2;2
Budapest XI ker;117600;86;2 + 2;tégla;távfűtés;9;újszerű;igen;Budapest;2;2
Budapest VIII ker;55000;92;2 + 2;tégla;központi;9;újszerű;igen;Budapest;2;2
Budapest VIII ker;63000;91;2 + 2;tégla;központi;9;NA;van;Budapest;2;2
Budapest XIII ker;49900;69;2 + 2;NA;központi;8;NA;NA;Budapest;2;2
Budapest XI ker;43990;70;2 + 2;panel;központi;8;jó állapotú;igen;Budapest;2;2
Budapest XIII ker;49900;69;2 + 2;panel;központi;8;NA;van;Budapest;2;2
Budapest XI ker;131300;124;2 + 2;tégla;távfűtés;7;újszerű;igen;Budapest;2;2
Budapest XI ker;85200;97;2 + 2;tégla;távfűtés;7;újszerű;igen;Budapest;2;2
Budapest XI ker;43900;70;2 + 2;panel;távfűtés;7;jó állapotú;igen;Budapest;2;2
Budapest XI ker;43900;70;2 + 2;panel;központi;7;jó állapotú;igen;Budapest;2;2
Budapest XI ker;43900;70;2 + 2;panel;központi;7;jó állapotú;igen;Budapest;2;2
Budapest XI ker;43900;70;2 + 2;panel;központi;7;jó állapotú;igen;Budapest;2;2
Budapest XI ker;91300;110;2 + 2;tégla;távfűtés;6;újszerű;igen;Budapest;2;2
Budapest I ker;79900;69;2 + 2;tégla;központi;6;felújított;igen;Budapest;2;2
Budapest XV ker;35000;68;2 + 2;panel;központi;6;újszerű;igen;Budapest;2;2
Budapest XI ker;79900;112;2 + 2;tégla;gáz (cirko);6;közepes állapotú;igen;Budapest;2;2
Budapest VII ker;87500;72;2 + 2;tégla;központi;6;NA;van;Budapest;2;2
Budapest VIII ker;59000;75;2 + 2;tégla;központi;6;új építésű;igen;Budapest;2;2
Budapest VIII ker;59000;75;2 + 2;tégla;központi;6;építés alatt;igen;Budapest;2;2
Budapest IX ker;82900;130;2 + 2;egyéb;központi;6;új építésű;igen;Budapest;2;2
Budapest IX ker;129000;123;2 + 2;tégla;központi;6;újszerű;igen;Budapest;2;2
Budapest XIII ker;92471.4;94;2 + 2;tégla;központi;5;új építésű;igen;Budapest;2;2
Budapest XIII ker;75200;72;2 + 2;tégla;központi;5;új építésű;igen;Budapest;2;2
Budapest XX ker;30000;70;2 + 2;panel;központi;5;jó állapotú;igen;Budapest;2;2
Budapest V ker;75000;69;2 + 2;tégla;gáz (cirko);5;felújított;NA;Budapest;2;2
Budapest XIII ker;74842.3;95;2 + 2;tégla;központi;5;új építésű;igen;Budapest;2;2
Budapest XIII ker;65000;73;2 + 2;tégla;központi;5;új építésű;igen;Budapest;2;2
Budapest XIII ker;74842.3;95;2 + 2;tégla;központi;5;új építésű;igen;Budapest;2;2
Budapest XIII ker;92471.4;94;2 + 2;tégla;központi;5;új építésű;igen;Budapest;2;2
Budapest XIII ker;95500;91;2 + 2;tégla;központi;4;újszerű;igen;Budapest;2;2
