Település;ár_EFt;terulet;Szobák;Építéstípusa;Futés;Emelet;Ing. állapota;Lift;Megye;egészszoba;félszobákszáma
Budapest VIII ker;31500;32;1;tégla;központi;4;újszerű;igen;Budapest;1;0
Budapest VIII ker;25990;25;1;tégla;villany;4;felújított;igen;Budapest;1;0
Budapest VIII ker;22990;22;1;tégla;villany;4;felújított;igen;Budapest;1;0
Budapest VIII ker;25500;41;1;tégla;gáz (konvektor);4;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;25990;32;1;tégla;gáz (cirko);4;közepes állapotú;igen;Budapest;1;0
Budapest IX ker;24500;27;1;tégla;gáz (konvektor);4;NA;van;Budapest;1;0
Budapest VIII ker;22990;22;1;tégla;villany;4;felújított;igen;Budapest;1;0
Budapest VIII ker;25990;25;1;tégla;villany;4;felújított;igen;Budapest;1;0
Budapest VIII ker;22990;22;1;tégla;villany;4;felújított;igen;Budapest;1;0
Budapest VIII ker;25990;25;1;tégla;villany;4;felújított;igen;Budapest;1;0
Miskolc;12607.5;34;1;tégla;központi;4;új építésű;igen;Borsod-Abaúj-Zemplén;1;0
Budapest VIII ker;21900;33;1;tégla;gáz (konvektor);4;jó állapotú;NA;Budapest;1;0
Budapest VIII ker;21900;33;1;tégla;gáz (konvektor);4;jó állapotú;nem;Budapest;1;0
Budapest VI ker;32990;40;1;tégla;gáz (konvektor);4;jó állapotú;igen;Budapest;1;0
Debrecen;20300;31;1;tégla;távfűtés;4;NA;NA;Hajdú-Bihar;1;0
Budapest VIII ker;25990;32;1;tégla;gáz (cirko);4;felújítandó;igen;Budapest;1;0
Budapest VIII ker;25500;41;1;tégla;gáz (konvektor);4;jó állapotú;NA;Budapest;1;0
Budapest II ker;39990;54;1;tégla;villany;4;újszerű;igen;Budapest;1;0
Budapest X ker;30900;30;1;tégla;központi;4;újszerű;igen;Budapest;1;0
Budapest X ker;30900;30;1;tégla;központi;4;újszerű;igen;Budapest;1;0
Budapest XIV ker;36800;37;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Debrecen;22000;58;1;tégla;gáz (konvektor);3;NA;nincs;Hajdú-Bihar;1;0
Budapest VIII ker;18000;25;1;tégla;gáz (konvektor);3;NA;nincs;Budapest;1;0
Budapest XX ker;21990;38;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest VI ker;20900;21;1;tégla;gáz (konvektor);3;újszerű;igen;Budapest;1;0
Budapest VII ker;35500;42;1;tégla;gáz (cirko);3;jó állapotú;nem;Budapest;1;0
Budapest VI ker;28900;27;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest VII ker;35500;42;1;tégla;gáz (cirko);3;jó állapotú;nem;Budapest;1;0
Almásfüzito;11990;44;1;NA;központi;3;jó állapotú;NA;Komárom-Esztergom;1;0
Százhalombatta;18900;35;1;panel;távfűtés;3;NA;nincs;Pest;1;0
Budapest VII ker;21900;25;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest XIII ker;17200;25;1;tégla;gáz;3;felújítandó;nincs;Budapest;1;0
Budapest VIII ker;24500;36;1;tégla;gáz (konvektor);3;NA;nincs;Budapest;1;0
Nyíregyháza;10990;27;1;tégla;gáz (cirko);3;NA;nincs;Szabolcs-Szatmár-Bereg;1;0
Budapest XIV ker;33500;46;1;tégla;gáz (konvektor);3;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;30500;31;1;tégla;gáz (konvektor);3;jó állapotú;igen;Budapest;1;0
Budapest VI ker;22900;32;1;NA;gáz (konvektor);3;NA;NA;Budapest;1;0
Budapest IX ker;32990;31;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest IX ker;32990;31;1;tégla;gáz (konvektor);3;jó állapotú;NA;Budapest;1;0
Budapest XIV ker;33500;46;1;tégla;gáz (konvektor);3;közepes állapotú;nem;Budapest;1;0
Vác;26300;50;1;panel;központi;3;újszerű;NA;Pest;1;0
Vác;21900;41;1;panel;központi;3;jó állapotú;igen;Pest;1;0
Dunakeszi;28500;34;1;tégla;központi;3;újszerű;igen;Pest;1;0
Budapest XI ker;29000;37;1;tégla;gáz (cirko);3;felújított;NA;Budapest;1;0
Budapest XI ker;29000;37;1;tégla;gáz (cirko);3;felújított;nem;Budapest;1;0
Budapest XIV ker;33500;46;1;tégla;gáz (konvektor);3;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;19900;28;1;tégla;gáz (konvektor);3;közepes állapotú;nem;Budapest;1;0
Budapest XIII ker;24000;25;1;tégla;gáz (konvektor);3;újszerű;nem;Budapest;1;0
Budapest VI ker;45500;30;1;tégla;villany;3;újszerű;igen;Budapest;1;0
Budapest IX ker;31000;33;1;tégla;központi;3;NA;van;Budapest;1;0
Budapest III ker;26300;27;1;panel;központi;3;jó állapotú;nem;Budapest;1;0
Budapest XIII ker;23500;35;1;tégla;villany;3;jó állapotú;nem;Budapest;1;0
Budapest XIII ker;24200;27;1;panel;távfűtés;3;NA;nincs;Budapest;1;0
Budapest XIII ker;23500;35;1;tégla;villany;3;jó állapotú;NA;Budapest;1;0
Budapest VIII ker;27500;32;1;tégla;NA;3;NA;nincs;Budapest;1;0
Budapest VIII ker;24700;28;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest IX ker;33900;35;1;tégla;villany;3;NA;van;Budapest;1;0
Budapest VII ker;21900;25;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest VII ker;26100;28;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest IX ker;29900;29;1;tégla;villany;3;NA;van;Budapest;1;0
Debrecen;23900;33;1;tégla;gáz (cirko);3;NA;nincs;Hajdú-Bihar;1;0
Budapest XIV ker;26800;37;1;panel;központi;3;közepes állapotú;van;Budapest;1;0
Budapest XIII ker;24200;27;1;panel;távfűtés;3;NA;nem;Budapest;1;0
Budapest VII ker;29300;31;1;tégla;villany;3;NA;nincs;Budapest;1;0
Budapest VIII ker;29900;25;1;tégla;villany;3;felújított;NA;Budapest;1;0
Budapest VIII ker;29900;25;1;tégla;villany;3;felújított;nem;Budapest;1;0
Salgótarján;6990;44;1;tégla;gáz (konvektor);3;NA;nincs;Nógrád;1;0
Budapest XVII ker;18990;27;1;panel;távfűtés;3;jó állapotú;nem;Budapest;1;0
Budapest VII ker;26800;32;1;tégla;gáz (konvektor);3;NA;nincs;Budapest;1;0
Budapest XVII ker;18990;27;1;panel;távfűtés;3;jó állapotú;NA;Budapest;1;0
Budapest XII ker;34900;49;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;37700;47;1;tégla;gáz (cirko);3;felújított;NA;Budapest;1;0
Budapest XIV ker;37700;47;1;tégla;gáz (cirko);3;felújított;nem;Budapest;1;0
Budapest VII ker;42000;46;1;NA;gáz (konvektor);3;NA;NA;Budapest;1;0
Budapest IX ker;25500;27;1;tégla;távfűtés;3;felújított;nincs;Budapest;1;0
Budapest VI ker;22900;32;1;tégla;gáz (konvektor);3;NA;van;Budapest;1;0
Budapest IX ker;29900;29;1;tégla;egyéb;3;felújított;igen;Budapest;1;0
Gyor;15900;27;1;tégla;távfűtés;3;NA;nincs;Gyor-Moson-Sopron;1;0
Békéscsaba;8900;38;1;tégla;gáz (konvektor);3;NA;nincs;Békés;1;0
Budapest III ker;25900;35;1;tégla;gáz (konvektor);3;felújítandó;NA;Budapest;1;0
Budapest III ker;25900;35;1;tégla;gáz (konvektor);3;felújítandó;nem;Budapest;1;0
Budapest XIII ker;23900;30;1;tégla;gáz (konvektor);3;NA;van;Budapest;1;0
Budapest VI ker;44900;51;1;tégla;gáz (konvektor);3;közepes állapotú;igen;Budapest;1;0
Budapest VI ker;47000;44;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;24900;32;1;tégla;gáz;3;felújított;NA;Budapest;1;0
Budapest XIII ker;21500;24;1;tégla;gáz (konvektor);3;NA;nincs;Budapest;1;0
Budapest XIII ker;25990;29;1;tégla;gáz (konvektor);3;újszerű;nem;Budapest;1;0
Budapest VI ker;47730;31;1;tégla;egyéb;3;új építésű;igen;Budapest;1;0
Budapest VI ker;47730;31;1;tégla;egyéb;3;új építésű;igen;Budapest;1;0
Budapest XIV ker;36800;37;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest VI ker;32000;32;1;tégla;gáz (konvektor);3;felújítandó;igen;Budapest;1;0
Kecskemét;14300;27;1;tégla;távfűtés;3;NA;nincs;Bács-Kiskun;1;0
Budapest VI ker;42200;51;1;tégla;gáz (konvektor);3;jó állapotú;igen;Budapest;1;0
Budapest VI ker;42200;51;1;tégla;gáz (konvektor);3;jó állapotú;igen;Budapest;1;0
Budapest VII ker;33500;49;1;tégla;NA;3;NA;nincs;Budapest;1;0
Békéscsaba;14490;36;1;tégla;gáz (cirko);3;NA;nincs;Békés;1;0
Budapest VII ker;27500;26;1;tégla;villany;3;NA;nincs;Budapest;1;0
Budapest XIV ker;23900;34;1;tégla;gáz (konvektor);3;közepes állapotú;nem;Budapest;1;0
Budapest XIV ker;23900;34;1;tégla;gáz (konvektor);3;közepes állapotú;NA;Budapest;1;0
Budapest XVII ker;22990;36;1;panel;távfűtés;3;NA;nincs;Budapest;1;0
Vác;21900;41;1;panel;központi;3;jó állapotú;NA;Pest;1;0
Szolnok;14200;37;1;tégla;gáz (cirko);3;felújított;NA;Jász-Budapestgykun-Szolnok;1;0
Hajdúböszörmény;12900;34;1;panel;gáz (konvektor);3;NA;nincs;Hajdú-Bihar;1;0
Szolnok;14200;37;1;tégla;gáz (cirko);3;felújított;nem;Jász-Budapestgykun-Szolnok;1;0
Szolnok;14200;37;1;tégla;gáz (cirko);3;felújított;NA;Jász-Budapestgykun-Szolnok;1;0
Kecskemét;17900;36;1;tégla;gáz (cirko);3;NA;nincs;Bács-Kiskun;1;0
Veszprém;13500;28;1;panel;távfűtés;3;NA;van;Veszprém;1;0
Szeged;15900;28;1;tégla;távfűtés;3;felújított;nem;Csongrád;1;0
Budapest XVIII ker;19900;28;1;tégla;központi;3;felújított;nem;Budapest;1;0
Kazincbarcika;7900;38;1;tégla;távfűtés;3;közepes állapotú;nem;Borsod-Abaúj-Zemplén;1;0
Budapest XIV ker;33500;46;1;tégla;gáz (konvektor);3;közepes állapotú;nem;Budapest;1;0
Budapest XVIII ker;19900;28;1;tégla;központi;3;felújított;NA;Budapest;1;0
Budapest XIII ker;27800;36;1;tégla;távfűtés;3;közepes állapotú;nem;Budapest;1;0
Budapest XIV ker;24990;31;1;tégla;gáz (konvektor);3;felújított;NA;Budapest;1;0
Budapest XIV ker;24990;31;1;tégla;gáz (konvektor);3;felújított;nem;Budapest;1;0
Budapest XX ker;21990;38;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;27900;39;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest VII ker;26100;28;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;21500;32;1;tégla;gáz (konvektor);3;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;48500;70;1;tégla;gáz (cirko);3;NA;van;Budapest;1;0
Budapest VIII ker;22500;43;1;tégla;gáz;3;NA;nincs;Budapest;1;0
Budapest VII ker;26800;32;1;tégla;gáz (konvektor);3;jó állapotú;igen;Budapest;1;0
Budapest VII ker;26800;32;1;tégla;gáz (konvektor);3;jó állapotú;igen;Budapest;1;0
Nagykanizsa;10700;43;1;panel;gáz (konvektor);3;NA;nincs;Zala;1;0
Budapest VIII ker;29900;36;1;tégla;távfűtés;3;NA;van;Budapest;1;0
Budapest VIII ker;32900;43;1;tégla;NA;3;NA;van;Budapest;1;0
Salgótarján;5500;39;1;tégla;gáz (konvektor);3;felújítandó;NA;Nógrád;1;0
Salgótarján;5500;39;1;tégla;gáz (konvektor);3;felújítandó;nem;Nógrád;1;0
Budapest VII ker;24990;28;1;tégla;gáz (konvektor);3;NA;nincs;Budapest;1;0
Budapest VII ker;26900;32;1;tégla;gáz (konvektor);3;NA;nincs;Budapest;1;0
Debrecen;32900;31;1;tégla;távfűtés;3;NA;van;Hajdú-Bihar;1;0
Budapest VIII ker;20900;27;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest IX ker;26500;32;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest IX ker;20550;34;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest VI ker;30990;30;1;tégla;gáz (cirko);3;NA;nincs;Budapest;1;0
Budapest VIII ker;21500;29;1;tégla;villany;3;NA;nincs;Budapest;1;0
Budapest XIII ker;21900;32;1;tégla;gáz;3;NA;nincs;Budapest;1;0
Budapest VIII ker;31200;36;1;tégla;gáz (cirko);3;újszerű;nem;Budapest;1;0
Budapest VIII ker;25900;42;1;tégla;gáz (cirko);3;NA;NA;Budapest;1;0
Budapest IX ker;39000;44;1;tégla;gáz (cirko);3;közepes állapotú;igen;Budapest;1;0
Budapest VII ker;22900;28;1;tégla;gáz (konvektor);3;NA;nincs;Budapest;1;0
Budapest VI ker;38900;26;1;tégla;gáz (konvektor);3;NA;van;Budapest;1;0
Debrecen;21500;32;1;tégla;gáz (konvektor);3;NA;nincs;Hajdú-Bihar;1;0
Budapest XIV ker;27900;50;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;27900;50;1;tégla;gáz (konvektor);3;jó állapotú;NA;Budapest;1;0
Budapest IX ker;21000;34;1;tégla;gáz (konvektor);3;NA;nincs;Budapest;1;0
Budapest VII ker;32500;31;1;tégla;gáz (konvektor);3;NA;nincs;Budapest;1;0
Békéscsaba;11500;39;1;tégla;gáz (konvektor);3;jó állapotú;nem;Békés;1;0
Budapest II ker;33900;32;1;tégla;gáz (konvektor);3;felújított;NA;Budapest;1;0
Budapest II ker;33900;32;1;tégla;gáz (konvektor);3;felújított;nem;Budapest;1;0
Budapest IX ker;35000;35;1;tégla;távfűtés;3;új építésű;igen;Budapest;1;0
Komló;2850;32;1;tégla;egyéb;3;NA;nincs;Baranya;1;0
Kecskemét;15500;31;1;panel;központi;3;felújított;nem;Bács-Kiskun;1;0
Kecskemét;16000;31;1;panel;központi;3;felújított;nem;Bács-Kiskun;1;0
Eger;17800;39;1;tégla;gáz (konvektor);3;NA;nincs;Heves;1;0
Balatonföldvár;15090;17;1;tégla;egyéb;3;újszerű;igen;Somogy;1;0
Budapest VI ker;46000;30;1;tégla;egyéb;3;új építésű;igen;Budapest;1;0
Budapest XIV ker;23990;33;1;panel;távfűtés;3;jó állapotú;igen;Budapest;1;0
Budapest XIV ker;36300;39;1;tégla;gáz (cirko);3;újszerű;igen;Budapest;1;0
Szekszárd;12000;26;1;tégla;gáz (konvektor);3;NA;nincs;TolBudapest;1;0
Budapest V ker;69900;45;1;tégla;gáz (cirko);3;újszerű;nem;Budapest;1;0
Balatonalmádi;19800;37;1;tégla;gáz (cirko);3;felújított;nem;Veszprém;1;0
Budapest XIV ker;36300;39;1;tégla;gáz (cirko);3;újszerű;igen;Budapest;1;0
Budapest VIII ker;24200;43;1;tégla;gáz (konvektor);3;felújított;nem;Budapest;1;0
Balatonföldvár;36990;36;1;tégla;egyéb;3;új építésű;igen;Somogy;1;0
Budapest VIII ker;21900;27;1;tégla;villany;2;jó állapotú;nem;Budapest;1;0
Budapest XIII ker;22800;23;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;17900;30;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Budapest XIV ker;28500;35;1;tégla;távfűtés;2;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;24600;27;1;tégla;gáz (konvektor);2;újszerű;nem;Budapest;1;0
Budapest VIII ker;21900;27;1;tégla;villany;2;jó állapotú;nem;Budapest;1;0
Budapest VII ker;28400;47;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Budapest XI ker;28900;27;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Budapest II ker;45000;43;1;tégla;gáz (konvektor);2;közepes állapotú;igen;Budapest;1;0
Budapest II ker;45000;43;1;tégla;gáz (konvektor);2;közepes állapotú;igen;Budapest;1;0
Bátonyterenye;5600;32;1;tégla;gáz;2;jó állapotú;nincs;Nógrád;1;0
Pomáz;15490;32;1;tégla;villany;2;NA;nincs;Pest;1;0
Budapest V ker;36500;32;1;tégla;gáz (cirko);2;újszerű;NA;Budapest;1;0
Budapest III ker;25500;32;1;panel;központi;2;jó állapotú;igen;Budapest;1;0
Gyor;34000;78;1;NA;gáz (cirko);2;NA;NA;Gyor-Moson-Sopron;1;0
Budapest XIII ker;33900;44;1;tégla;gáz (konvektor);2;újszerű;nem;Budapest;1;0
Budapest XV ker;25900;25;1;tégla;gáz (cirko);2;új építésű;nem;Budapest;1;0
Budapest VIII ker;24900;38;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Budapest VIII ker;21300;25;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Budapest VII ker;24900;24;1;tégla;gáz;2;felújított;NA;Budapest;1;0
Budapest XI ker;32900;29;1;NA;villany;2;NA;NA;Budapest;1;0
Budapest VII ker;26000;29;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Budapest V ker;19000;19;1;tégla;központi;2;felújítandó;igen;Budapest;1;0
Budapest VI ker;29900;34;1;tégla;villany;2;jó állapotú;nem;Budapest;1;0
Budapest VII ker;28900;35;1;tégla;villany;2;NA;van;Budapest;1;0
Budapest XIII ker;23900;32;1;tégla;gáz (cirko);2;felújított;igen;Budapest;1;0
Budapest VII ker;26900;27;1;tégla;gáz (konvektor);2;közepes állapotú;nem;Budapest;1;0
Budapest XIII ker;23900;32;1;tégla;gáz (cirko);2;felújított;igen;Budapest;1;0
Budapest XIII ker;24500;30;1;panel;távfűtés;2;jó állapotú;NA;Budapest;1;0
Budapest XIII ker;24500;30;1;panel;távfűtés;2;jó állapotú;nem;Budapest;1;0
Budapest XX ker;22900;36;1;tégla;gáz (konvektor);2;jó állapotú;NA;Budapest;1;0
Budapest XX ker;22900;36;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Nyíregyháza;13900;30;1;tégla;gáz (cirko);2;NA;van;Szabolcs-Szatmár-Bereg;1;0
Budapest XI ker;32900;29;1;tégla;villany;2;NA;nincs;Budapest;1;0
Budapest V ker;19000;19;1;tégla;központi;2;felújított;igen;Budapest;1;0
Budapest VIII ker;22350;25;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Budapest IX ker;22900;28;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Budapest V ker;47000;38;1;tégla;gáz (konvektor);2;NA;van;Budapest;1;0
Budapest IX ker;31500;37;1;tégla;gáz (konvektor);2;NA;van;Budapest;1;0
Budapest VIII ker;21400;25;1;tégla;gáz;2;felújított;NA;Budapest;1;0
Budapest VI ker;28900;33;1;tégla;gáz (konvektor);2;felújított;NA;Budapest;1;0
Budapest XIII ker;27999.9;31;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Siófok;17990;38;1;tégla;gáz (konvektor);2;felújítandó;nem;Somogy;1;0
Budapest VII ker;25900;22;1;tégla;villany;2;felújított;NA;Budapest;1;0
Budapest XIII ker;32500;41;1;tégla;távfűtés;2;közepes állapotú;igen;Budapest;1;0
Budapest VII ker;25900;22;1;tégla;villany;2;felújított;nem;Budapest;1;0
Budapest VII ker;25900;22;1;tégla;villany;2;felújított;NA;Budapest;1;0
Budapest VII ker;25500;38;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Budapest VII ker;27250;24;1;tégla;villany;2;felújított;igen;Budapest;1;0
Budapest XVIII ker;19500;28;1;tégla;távfűtés;2;felújítandó;nem;Budapest;1;0
Budapest XVIII ker;19500;28;1;tégla;távfűtés;2;felújítandó;NA;Budapest;1;0
Budapest VII ker;27250;24;1;tégla;villany;2;felújított;igen;Budapest;1;0
Gárdony;16900;30;1;tégla;egyéb;2;felújított;nem;Fejér;1;0
Budapest III ker;19900;25;1;tégla;gáz (konvektor);2;felújított;nem;Budapest;1;0
Budapest III ker;19900;25;1;tégla;gáz (konvektor);2;felújított;NA;Budapest;1;0
Budapest VI ker;28900;33;1;tégla;gáz (cirko);2;felújított;nem;Budapest;1;0
Budapest VI ker;28900;33;1;tégla;gáz (cirko);2;felújított;NA;Budapest;1;0
Budapest VIII ker;43000;69;1;tégla;gáz (cirko);2;NA;nincs;Budapest;1;0
Budapest VI ker;32900;39;1;tégla;gáz (konvektor);2;NA;igen;Budapest;1;0
Budapest VI ker;32900;39;1;tégla;gáz (cirko);2;felújított;igen;Budapest;1;0
Budapest III ker;30900;36;1;tégla;központi;2;NA;igen;Budapest;1;0
Budapest VI ker;32900;39;1;tégla;gáz (cirko);2;felújított;igen;Budapest;1;0
Budapest VIII ker;21990;21;1;tégla;villany;2;NA;van;Budapest;1;0
Budapest VIII ker;16250;13;1;tégla;villany;2;NA;van;Budapest;1;0
Budapest VIII ker;20500;19;1;tégla;villany;2;NA;van;Budapest;1;0
Budapest VIII ker;14500;10;1;tégla;villany;2;NA;van;Budapest;1;0
Budapest X ker;22500;37;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Budapest VII ker;26590;30;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Szigetszentmiklós;18500;35;1;panel;távfűtés;2;közepes állapotú;nem;Pest;1;0
Budapest VII ker;37900;47;1;tégla;villany;2;felújított;NA;Budapest;1;0
Budapest VII ker;32500;36;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Budapest VII ker;28400;47;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Budapest XIII ker;33900;44;1;tégla;gáz (konvektor);2;újszerű;nem;Budapest;1;0
Budapest VII ker;27900;39;1;tégla;gáz (konvektor);2;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;25900;26;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;30500;55;1;tégla;gáz (cirko);2;újszerű;igen;Budapest;1;0
Budapest VIII ker;24100;31;1;tégla;gáz (konvektor);2;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;19900;28;1;tégla;villany;2;felújítandó;nem;Budapest;1;0
Budapest VIII ker;23500;31;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;26500;35;1;tégla;gáz (cirko);2;jó állapotú;nem;Budapest;1;0
Budapest VII ker;23000;32;1;tégla;egyéb;2;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;25900;30;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Budapest VIII ker;29990;45;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Budapest VII ker;37900;47;1;tégla;villany;2;felújított;nem;Budapest;1;0
Budapest VII ker;37900;47;1;tégla;villany;2;felújított;NA;Budapest;1;0
Budapest XIII ker;29960;36;1;tégla;gáz (konvektor);2;felújított;nem;Budapest;1;0
Budapest XIII ker;29960;36;1;tégla;gáz (konvektor);2;felújított;NA;Budapest;1;0
Budapest IX ker;56000;48;1;tégla;gáz (cirko);2;jó állapotú;igen;Budapest;1;0
Budapest VIII ker;30500;55;1;tégla;gáz (cirko);2;újszerű;igen;Budapest;1;0
Balatonföldvár;21000;43;1;tégla;villany;2;NA;nincs;Somogy;1;0
Budapest III ker;35900;42;1;tégla;villany;2;felújított;NA;Budapest;1;0
Budapest XI ker;34900;27;1;tégla;villany;2;felújított;NA;Budapest;1;0
Budapest VII ker;37900;39;1;tégla;gáz (cirko);2;jó állapotú;NA;Budapest;1;0
Budapest VII ker;37900;39;1;tégla;gáz (cirko);2;jó állapotú;nem;Budapest;1;0
Miskolc;12607.5;34;1;tégla;központi;2;új építésű;igen;Borsod-Abaúj-Zemplén;1;0
Budapest VIII ker;27000;29;1;tégla;központi;2;új építésű;igen;Budapest;1;0
Budapest VIII ker;27000;29;1;tégla;központi;2;építés alatt;igen;Budapest;1;0
Balatonföldvár;20500;39;1;tégla;villany;2;NA;nincs;Somogy;1;0
Kaposvár;13900;38;1;tégla;gáz (konvektor);2;jó állapotú;igen;Somogy;1;0
Budapest XI ker;34900;27;1;tégla;villany;2;felújított;nem;Budapest;1;0
Budapest XX ker;19900;37;1;panel;távfűtés;2;NA;van;Budapest;1;0
Budapest XI ker;33999;40;1;tégla;gáz (konvektor);2;felújított;nem;Budapest;1;0
Kazincbarcika;8565;37;1;tégla;gáz (konvektor);2;jó állapotú;nem;Borsod-Abaúj-Zemplén;1;0
Budapest XIV ker;50000;54;1;tégla;gáz (cirko);2;NA;nincs;Budapest;1;0
Budapest VII ker;27900;39;1;tégla;gáz (konvektor);2;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;22900;27;1;tégla;villany;2;NA;nincs;Budapest;1;0
Budapest X ker;23900;41;1;tégla;gáz (konvektor);2;közepes állapotú;nem;Budapest;1;0
Budapest X ker;23900;41;1;tégla;gáz (konvektor);2;közepes állapotú;NA;Budapest;1;0
Budapest VII ker;29500;26;1;tégla;gáz (konvektor);2;NA;nincs;Budapest;1;0
Budapest VIII ker;22900;27;1;tégla;villany;2;felújított;nem;Budapest;1;0
Budapest VIII ker;22900;27;1;tégla;villany;2;felújított;NA;Budapest;1;0
Veszprém;21900;32;1;tégla;gáz (cirko);2;újszerű;nem;Veszprém;1;0
Budapest III ker;29900;27;1;panel;távfűtés;2;NA;nincs;Budapest;1;0
Balatonföldvár;32990;36;1;tégla;egyéb;2;új építésű;igen;Somogy;1;0
Budapest VII ker;29900;21;1;tégla;gáz (cirko);2;NA;nincs;Budapest;1;0
